"ACCENUMB"	"alt"	"slope"	"wind_1"	"wind_7"	"wind_annual"	"srad_1"	"srad_7"	"srad_annual"
"2629513618"	1448	4.60573482513428	2.17600011825562	1.72000002861023	1.81700003147125	19578	18243	18375.333984375
"2629513679"	1030	3.69155192375183	2.2039999961853	1.41999995708466	1.86099994182587	21447	17715	18806.083984375
"2629515453"	28	0.765706777572632	2.46799993515015	1.70000004768372	2.0903332233429	19850	18234	18290.666015625
"2629520653"	779	3.42178797721863	2.40000009536743	1.5	1.97566664218903	20305	17257	18032.166015625
"2629523556"	5	0.0851612836122513	3.97200012207031	3.23600006103516	3.63433337211609	17022	16380	16326.3330078125
"2629527794"	812	1.82912397384644	2.79200005531311	1.78399991989136	2.35500001907349	19141	16640	17207.583984375
"2629529540"	858	1.99224901199341	1.97200000286102	1.60000002384186	1.74166667461395	16826	16390	16392
"2629532060"	123	0.597137987613678	3.01200008392334	2.53600001335144	2.75266671180725	16301	16666	16177.6669921875
"2629533064"	225	1.26550400257111	2.1159999370575	1.72399997711182	1.87233328819275	17081	17224	16851.666015625
"2629533065"	704	2.0542140007019	2.23600006103516	1.86000001430511	2.01399993896484	16532	16439	16178.6669921875
"2629533066"	858	1.99224901199341	1.97200000286102	1.60000002384186	1.74166667461395	16826	16390	16392
"2629542418"	1325	2.5065450668335	1.87599992752075	1.5	1.64033329486847	16747	15734	15984.4169921875
"2629544882"	15	0.0576716996729374	3.59999990463257	3.01600003242493	3.31633329391479	16586	16546	16225.3330078125
"2629548214"	867	1.94801294803619	2.11999988555908	1.78799998760223	1.91033327579498	16512	16327	16128.3330078125
"2629548719"	1471	2.11351299285889	1.89999997615814	1.61199998855591	1.72300004959106	16821	15776	16024.0830078125
"2629550545"	1558	3.95424008369446	1.91199994087219	1.53999996185303	1.67066669464111	16829	15504	15896.75
"2629555004"	1376	1.67093300819397	1.89999997615814	1.60000002384186	1.69900000095367	16780	15880	16080.5830078125
"2629555005"	35	0.177473902702332	3.48399996757507	2.96000003814697	3.22133326530457	16464	16740	16319.8330078125
"2629555761"	12	1.64771103858948	4.2480001449585	3.42799997329712	3.87933325767517	17480	16554	16643.75
"2629556647"	1178	2.43672299385071	3.26799988746643	2.69599986076355	3.06766676902771	17003	15538	15929.5
"2629559213"	267	0.87717217206955	2.20000004768372	1.67200005054474	1.91133332252502	16252	16341	16002.75
"2629561017"	743	2.97179794311523	3.3840000629425	2.68400001525879	3.08966660499573	16975	15809	16058
"2629567533"	1325	2.5065450668335	1.87599992752075	1.5	1.64033329486847	16747	15734	15984.4169921875
"2629568412"	2152	3.79236388206482	2.00799989700317	1.75600004196167	1.84633326530457	17816	15763	16470.666015625
"2629569841"	26	0.194620996713638	3.69199991226196	3.17599987983704	3.43900012969971	16585	16640	16333.5
"2629571032"	545	2.7840039730072	2.44000005722046	2.09599995613098	2.23233342170715	16464	16692	16356.0830078125
"2629575876"	13	0.0246967691928148	3.39600014686584	2.09999990463257	2.65100002288818	18492	18514	17836
"2629577946"	8	0.00617419322952628	3.92000007629395	2.72399997711182	3.25200009346008	18185	18439	17681.666015625
"2629580389"	10	0.134297296404839	3.94000005722046	2.89199995994568	3.37233328819275	18742	18332	17980.416015625
"2629581587"	74	0.127284005284309	3.09999990463257	1.89999997615814	2.41899991035461	18865	18398	18009.666015625
"2629581588"	23	0.267891496419907	3.2960000038147	2.22399997711182	2.70600008964539	18874	18294	17938.083984375
"2629582589"	4	0.018778070807457	3.77999997138977	3.07599997520447	3.45066666603088	17036	16509	16353.9169921875
"2629582703"	1210	2.21103000640869	1.89999997615814	1.5	1.62066662311554	16696	15827	15968.6669921875
"2629587827"	30	1.61589097976685	3.50833320617676	3.08749985694885	3.27743053436279	16922	17213	16767.25
"2629587946"	18	0.072563149034977	4.10400009155273	3.3600001335144	3.77166676521301	17069	16397	16347.5830078125
"2629592325"	31	0.142959296703339	4.14400005340576	3.17599987983704	3.64000010490417	18922	18109	17910.583984375
"2629599901"	13	0.00654871994629502	3.40799999237061	2.33200001716614	2.93266677856445	17700	16466	16539.833984375
"2629602388"	1175	2.22385692596436	1.87599992752075	1.51999998092651	1.64866662025452	16819	16146	16250.5830078125
"2629623932"	719	1.23371005058289	1.70000004768372	1.37599992752075	1.45933330059052	17592	17431	17249.916015625
"2629623933"	187	0.201785296201706	2.29999995231628	1.5	1.86666667461395	20406	18747	18729.166015625
"2629623963"	1208	2.84327006340027	1.81599998474121	1.37999999523163	1.51899993419647	20550	16933	18151.166015625
"2629624543"	1335	2.53274989128113	1.89999997615814	1.63999998569489	1.73866665363312	16643	15863	15985.6669921875
"2629626864"	1177	5.14145803451538	1.79999995231628	1.53600001335144	1.62666666507721	16844	16409	16380.4169921875
"2629627892"	1325	2.5065450668335	1.87599992752075	1.5	1.64033329486847	16747	15734	15984.4169921875
"2629627893"	735	2.65170288085938	3.3840000629425	2.6800000667572	3.08233332633972	17000	15830	16089.1669921875
"2629627894"	4	0.0196461603045464	3.49200010299683	2.84400010108948	3.25699996948242	18503	17200	17345.166015625
"2629627895"	370	0.153797805309296	2.38800001144409	1.60000002384186	1.96166670322418	20418	18591	18729.333984375
"2629629826"	212	2.11640405654907	2.30399990081787	1.60000002384186	1.92166662216187	20282	18633	18626.666015625
"2629629829"	361	0.991531908512115	3.67199993133545	2.8840000629425	3.31233334541321	17292	16215	16422.833984375
"2629629830"	1356	3.47156095504761	1.86000001430511	1.39600002765656	1.54233336448669	20539	16937	18141.25
"2629630907"	195	0.162666395306587	2.20000004768372	1.29999995231628	1.71566665172577	21014	18763	18835.416015625
"2629630908"	1360	2.68130207061768	1.89999997615814	1.5	1.62966668605804	16833	15716	15988.1669921875
"2629630910"	124	0.919673681259155	2.62800002098083	2.42799997329712	2.48266673088074	20504	17537	18382
"2629631831"	12	0.0254568494856358	3.36400008201599	2.18799996376038	2.67199993133545	18936	18552	18085.666015625
"2629631832"	1348	3.06525301933289	1.79999995231628	1.50800001621246	1.63466668128967	16864	16031	16202.5
"2629634793"	943	3.31479001045227	3.24399995803833	2.61999988555908	2.98300004005432	16722	15550	15830.75
"2629634794"	1325	2.5065450668335	1.87599992752075	1.5	1.64033329486847	16747	15734	15984.4169921875
"2629634795"	190	0.618582725524902	2.29999995231628	1.5	1.87300002574921	20371	18756	18674.416015625
"2629649766"	1210	2.77357292175293	1.87999999523163	1.57200002670288	1.65933334827423	16767	16064	16173
