"ACCENUMB"	"OBJECTID"	"INSTCODE"	"COLLNUMB"	"COLLCODE"	"COLLNAME"	"COLLINSTADDRESS"	"COLLMISSID"	"GENUS"	"SPECIES"	"SPAUTHOR"	"SUBTAXA"	"SUBTAUTHOR"	"CROPNAME"	"ACCENAME"	"ACQDATE"	"ORIGCTY"	"NAMECTY"	"ADM1"	"ADM2"	"ADM3"	"ADM4"	"COLLSITE"	"DECLATITUDE"	"LATITUDE"	"DECLONGITUDE"	"LONGITUDE"	"COORDUNCERT"	"COORDDATUM"	"GEOREFMETH"	"ELEVATION"	"COLLDATE"	"BREDCODE"	"BREDNAME"	"SAMPSTAT"	"ANCEST"	"COLLSRC"	"DONORCODE"	"DONORNAME"	"DONORNUMB"	"OTHERNUMB"	"DUPLSITE"	"DUPLINSTNAME"	"STORAGE"	"MLSSTAT"	"REMARKS"	"globlandc"	"DISTOLAND"	"SUITQUAL"	"ID_0"	"ISO"	"NAME_0"	"ID_1"	"NAME_1"	"VARNAME_1"	"ENGTYPE_1"	"ID_2"	"NAME_2"	"VARNAME_2"	"ENGTYPE_2"	"ID_3"	"NAME_3"	"VARNAME_3"	"ENGTYPE_3"	"ID_4"	"NAME_4"	"VARNAME_4"	"ENGTYPE4"	"NIVELMAX"	"LOCALQUAL"	"COORQUAL"	"intertemp"	"errores"	"precis"	"georble"	"GEOREFMETH1"	"TOTALQUAL"	"TOTALQUAL100"
"AMZ256"	173058	"MUZ"	"AA227"	NA	NA	NA	NA	"Verbascum "	"longibracteatum   "	"Defl."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Mna'a road, near Doos tribs, Al-Baha"	20.312367	NA	41.19325	NA	NA	NA	100	1842	20210314	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	2	"Al Bahah"	"Baha"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	45	75
"AMZ257"	173058	"MUZ"	"AA228"	NA	NA	NA	NA	"Verbascum "	"longibracteatum   "	"Defl."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Mna'a road, near Doos tribs, Al-Baha"	20.319367	NA	41.195817	NA	NA	NA	100	1784	20210314	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	12	0	20	198	"SAU"	"Saudi Arabia"	2	"Al Bahah"	"Baha"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	50	83.3333333333333
"AMZ258"	173064	"MUZ"	"AA229"	NA	NA	NA	NA	"Verbascum "	"longibracteatum   "	"Defl."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Al-Baha - Taif road, near Bani Malik and Bani Obeid villages, Taif"	20.36475	NA	41.1613	NA	NA	NA	100	1912	20210314	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	11	"Makkah"	"La Meca|La Mecca|La Mecque|Makka|Makkah al-Mukarramah|Mecca|Meca|Mecka|Mekka"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	45	75
"AMZ259"	173064	"MUZ"	"AA230"	NA	NA	NA	NA	"Verbascum "	"longibracteatum   "	"Defl."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Near Hadaad Bani Malik, Taif"	20.5895	NA	41.0438	NA	NA	NA	100	2082	20210314	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	11	"Makkah"	"La Meca|La Mecca|La Mecque|Makka|Makkah al-Mukarramah|Mecca|Meca|Mecka|Mekka"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	45	75
"AMZ260"	173064	"MUZ"	"AA159"	NA	NA	NA	NA	"Verbascum "	"longibracteatum   "	"Defl."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Wadi Mehrim, Al-Hada, Taif"	21.339683	NA	40.322467	NA	NA	NA	100	1822	20210310	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	"10;50"	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	11	"Makkah"	"La Meca|La Mecca|La Mecque|Makka|Makkah al-Mukarramah|Mecca|Meca|Mecka|Mekka"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	45	75
"AMZ261"	173058	"MUZ"	"AA238"	NA	NA	NA	NA	"Verbascum "	"longibracteatum   "	"Defl."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"King Abdulaziz road, Doos tribs, Al-Mandaq, Al-Baha"	20.228983	NA	41.227017	NA	NA	NA	100	2057	20210314	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	12	0	20	198	"SAU"	"Saudi Arabia"	2	"Al Bahah"	"Baha"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	50	83.3333333333333
"AMZ262"	173058	"MUZ"	"AA237"	NA	NA	NA	NA	"Verbascum "	"longibracteatum   "	"Defl."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"King Abdulaziz road, near Butterfly park, Al-Mandaq, Al-Baha"	20.181617	NA	41.279183	NA	NA	NA	100	1948	20210314	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	2	"Al Bahah"	"Baha"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	45	75
"AMZ263"	173058	"MUZ"	"AA236"	NA	NA	NA	NA	"Verbascum "	"longibracteatum   "	"Defl."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"King Abdulaziz road, near primary and middle Nasaba school, Al-Mandaq, Al-Baha"	20.151183	NA	41.290867	NA	NA	NA	100	2093	20210314	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	18	0	18	198	"SAU"	"Saudi Arabia"	2	"Al Bahah"	"Baha"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	48	80
"AMZ264"	173058	"MUZ"	"AA235"	NA	NA	NA	NA	"Verbascum "	"longibracteatum   "	"Defl."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"King Abdulaziz road, near Deerah Museum, Al-Mandaq, Al-Baha"	20.093417	NA	41.30615	NA	NA	NA	100	2146	20210314	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	198	"SAU"	"Saudi Arabia"	2	"Al Bahah"	"Baha"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	35	58.3333333333333
"AMZ265"	173058	"MUZ"	"AA168"	NA	NA	NA	NA	"Verbascum "	"longibracteatum   "	"Defl."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"King Abdulaziz road, Qarn Dhabi, Al-Mandaq, Al-Baha"	20.05155	NA	41.4183	NA	NA	NA	100	2422	20210314	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	"10;50"	0	NA	12	0	20	198	"SAU"	"Saudi Arabia"	2	"Al Bahah"	"Baha"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	50	83.3333333333333
"AMZ266"	173064	"MUZ"	"AA167"	NA	NA	NA	NA	"Verbascum "	"longibracteatum   "	"Defl."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Al-Baha - Abha road, near Wadi Shora, Baljurashi, Al-Baha"	19.7939	NA	41.744183	NA	NA	NA	100	1923	20210313	NA	NA	100	NA	23	NA	NA	NA	NA	NA	NA	"10;50"	0	NA	12	0	20	198	"SAU"	"Saudi Arabia"	11	"Makkah"	"La Meca|La Mecca|La Mecque|Makka|Makkah al-Mukarramah|Mecca|Meca|Mecka|Mekka"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	50	83.3333333333333
"AMZ267"	173058	"MUZ"	"AA165"	NA	NA	NA	NA	"Verbascum "	"longibracteatum   "	"Defl."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Taif - Al-Baha road, Baidhan, Al-Baha"	20.026917	NA	41.410917	NA	NA	NA	100	2395	20210313	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	"10;50"	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	2	"Al Bahah"	"Baha"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	45	75
"AMZ268"	173064	"MUZ"	"AA237"	NA	NA	NA	NA	"Verbascum "	"longibracteatum   "	"Defl."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Near Gaha Hospital, Gaha, Maysaan, Taif"	20.654	NA	40.863617	NA	NA	NA	100	2074	20210311	NA	NA	100	NA	23	NA	NA	NA	NA	NA	NA	NA	0	NA	18	0	18	198	"SAU"	"Saudi Arabia"	11	"Makkah"	"La Meca|La Mecca|La Mecque|Makka|Makkah al-Mukarramah|Mecca|Meca|Mecka|Mekka"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	48	80
"AMZ269"	173064	"MUZ"	"AA236"	NA	NA	NA	NA	"Verbascum "	"longibracteatum   "	"Defl."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Near Gaha Hospital, Gaha, Maysaan, Taif"	20.676133	NA	40.88065	NA	NA	NA	100	1994	20210311	NA	NA	100	NA	23	NA	NA	NA	NA	NA	NA	NA	0	NA	18	0	18	198	"SAU"	"Saudi Arabia"	11	"Makkah"	"La Meca|La Mecca|La Mecque|Makka|Makkah al-Mukarramah|Mecca|Meca|Mecka|Mekka"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	48	80
"AMZ270"	173064	"MUZ"	"AA162"	NA	NA	NA	NA	"Verbascum "	"longibracteatum   "	"Defl."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Near Al-Atta village, Maysaan, Taif"	20.7167	NA	40.86415	NA	NA	NA	100	2387	20210311	NA	NA	100	NA	23	NA	NA	NA	NA	NA	NA	"10;50"	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	11	"Makkah"	"La Meca|La Mecca|La Mecque|Makka|Makkah al-Mukarramah|Mecca|Meca|Mecka|Mekka"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	45	75
"AMZ271"	173061	"MUZ"	"AA174"	NA	NA	NA	NA	"Verbascum "	"longibracteatum   "	"Defl."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Sinan road between Al-Namas and Al-Majaradah, Abha"	19.123117	NA	42.115717	NA	NA	NA	100	2296	20210315	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	1	"`Asir"	"Asir|Aseer|Assyear"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	45	75
"AMZ272"	173061	"MUZ"	"AA173"	NA	NA	NA	NA	"Verbascum "	"longibracteatum   "	"Defl."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Sinan road between Al-Namas and Al-Majaradah, Abha"	19.122433	NA	42.114467	NA	NA	NA	100	2217	20210315	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	1	"`Asir"	"Asir|Aseer|Assyear"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	45	75
"AMZ273"	173058	"MUZ"	"AA171"	NA	NA	NA	NA	"Verbascum "	"longibracteatum   "	"Defl."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Al-Abna road between Al-Awamer and Baljurashi, Al-Baha"	19.80745	NA	41.60345	NA	NA	NA	100	1897	20210315	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	"10;50"	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	2	"Al Bahah"	"Baha"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	45	75
"AMZ274"	173058	"MUZ"	"AA170"	NA	NA	NA	NA	"Verbascum "	"longibracteatum   "	"Defl."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Heznah road between Al-Makhwah and Baljurashi, Al-Baha"	19.828267	NA	41.535483	NA	NA	NA	100	1479	20210315	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	"10;50"	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	2	"Al Bahah"	"Baha"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	45	75
"AMZ275"	173064	"MUZ"	"AA221"	NA	NA	NA	NA	"Verbascum "	"longibracteatum   "	"Defl."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Wadi Cra, Adham, Makkah"	20.505278	NA	40.948056	NA	NA	NA	100	670	20230410	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	198	"SAU"	"Saudi Arabia"	11	"Makkah"	"La Meca|La Mecca|La Mecque|Makka|Makkah al-Mukarramah|Mecca|Meca|Mecka|Mekka"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	35	58.3333333333333
"AMZ276"	217987	"K"	"JW1669"	NA	NA	NA	NA	"Verbascum "	"yemense "	"Defl. "	"var. yemense"	NA	NA	NA	NA	"YEM"	"Yemen"	"Governorate"	"District"	NA	NA	"Shibam, Sana'a"	15.053526	NA	43.739655	NA	NA	NA	200	2800	19770601	NA	NA	100	NA	62	NA	NA	NA	NA	NA	NA	NA	0	NA	12	0	20	251	"YEM"	"Yemen"	19	"San`a'"	"Sana'a"	"City"	290	"Manakhah"	"NA "	"District"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	18	1	1	3	3	2	44.6666666666667	74.4444444444444
"AMZ277"	217867	"K"	"FH6299"	NA	NA	NA	NA	"Verbascum "	"yemense "	"Defl. "	"var. yemense"	NA	NA	NA	NA	"YEM"	"Yemen"	"Governorate"	"District"	NA	NA	"Haddah, Sana'a"	15.283333	NA	44.133333	NA	NA	NA	100	2280	19751107	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	251	"YEM"	"Yemen"	19	"San`a'"	"Sana'a"	"City"	285	"Bani Matar"	"NA "	"District"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	18	1	1	3	3	3	39.6666666666667	66.1111111111111
"AMZ278"	217992	"K"	"JW2158"	NA	NA	NA	NA	"Verbascum "	"yemense "	"Defl. "	"var. yemense"	NA	NA	NA	NA	"YEM"	"Yemen"	"Governorate"	"District"	NA	NA	"Roadside at Kilo 22 between Sana'a and Walan, Sana'a"	15.105566	NA	44.273561	NA	NA	NA	200	2300	19771214	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	251	"YEM"	"Yemen"	19	"San`a'"	"Sana'a"	"City"	286	"Bilad Ar Rus"	"NA "	"District"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	18	1	1	3	3	2	29.6666666666667	49.4444444444444
"AMZ279"	217867	"BM"	"HB494"	NA	NA	NA	NA	"Verbascum "	"yemense "	"Defl. "	"var. yemense"	NA	NA	NA	NA	"YEM"	"Yemen"	"Governorate"	"District"	NA	NA	"Beit El-Ghofr, North Haz, Sana'a"	15.272787	NA	44.149676	NA	NA	NA	200	2800	19380204	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	251	"YEM"	"Yemen"	19	"San`a'"	"Sana'a"	"City"	285	"Bani Matar"	"NA "	"District"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	18	1	1	3	3	2	29.6666666666667	49.4444444444444
"AMZ280"	217935	"BM"	NA	NA	NA	NA	NA	"Verbascum "	"yemense "	"Defl. "	"var. yemense"	NA	NA	NA	NA	"YEM"	"Yemen"	"Governorate"	"District"	NA	NA	"Jabal Jabar, Hajjah"	15.932994	NA	43.514166	NA	NA	NA	200	2590	19460606	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	251	"YEM"	"Yemen"	13	"Hajjah"	"Hajja"	"Governorate"	183	"Al Miftah"	"NA "	"District"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	18	1	1	3	3	2	39.6666666666667	66.1111111111111
"AMZ281"	218026	"BM"	"JW35"	NA	NA	NA	NA	"Verbascum "	"yemense "	"Defl. "	"var. yemense"	NA	NA	NA	NA	"YEM"	"Yemen"	"Governorate"	"District"	NA	NA	"Yarim, Ibb"	14.304023	NA	44.388374	NA	NA	NA	200	2835	19720927	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	12	0	20	251	"YEM"	"Yemen"	14	"Ibb"	NA	"Governorate"	227	"Yarim"	"NA "	"District"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	18	1	1	3	3	2	44.6666666666667	74.4444444444444
"AMZ282"	217923	"BM"	"JW75/600"	NA	NA	NA	NA	"Verbascum "	"yemense "	"Defl. "	"var. yemense"	NA	NA	NA	NA	"YEM"	"Yemen"	"Governorate"	"District"	NA	NA	"1 mile south of Khamr, Amran"	15.982003	NA	43.943411	NA	NA	NA	200	2500	19750827	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	251	"YEM"	"Yemen"	10	"Amran"	"'Amran"	"Governorate"	128	"Khamir"	"NA "	"District"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	18	1	1	3	3	2	29.6666666666667	49.4444444444444
"AMZ283"	173061	"K"	"LA14259"	NA	NA	NA	NA	"Verbascum "	"yemense "	"Defl. "	"var. yemense"	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"40-42 km S of Abha, near Al-Jarrah National Park and Tamniah village, Abha"	17.99676	NA	42.761556	NA	NA	NA	200	NA	19800524	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	198	"SAU"	"Saudi Arabia"	1	"`Asir"	"Asir|Aseer|Assyear"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	2	33	55
"AMZ284"	173061	"K"	"IS231"	NA	NA	NA	NA	"Verbascum "	"yemense "	"Defl. "	"var. yemense"	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Talha Camp, Arjh, Abha"	17.888281	NA	43.385007	NA	NA	NA	200	NA	19740402	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	1	"`Asir"	"Asir|Aseer|Assyear"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	2	43	71.6666666666667
"AMZ285"	173061	"K"	"IS53"	NA	NA	NA	NA	"Verbascum "	"yemense "	"Defl. "	"var. yemense"	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"10 miles east of Hamdah camp, between Tatlith and Khamis Mushayt, Abha"	18.367015	NA	42.836271	NA	NA	NA	200	1524	19770325	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	198	"SAU"	"Saudi Arabia"	1	"`Asir"	"Asir|Aseer|Assyear"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	2	33	55
"AMZ286"	173061	"K"	"IS1348"	NA	NA	NA	NA	"Verbascum "	"yemense "	"Defl. "	"var. yemense"	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Tanomah, Abha"	18.990529	NA	42.140812	NA	NA	NA	200	1829	19790413	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	1	"`Asir"	"Asir|Aseer|Assyear"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	2	43	71.6666666666667
"AMZ287"	173061	"K"	"IS71"	NA	NA	NA	NA	"Verbascum "	"yemense "	"Defl. "	"var. yemense"	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"15 miles east of Hamdah camp, between Tatlith and Khamis Mushayt, Abha"	18.382211	NA	42.881394	NA	NA	NA	200	1524	19770325	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	198	"SAU"	"Saudi Arabia"	1	"`Asir"	"Asir|Aseer|Assyear"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	2	33	55
"AMZ288"	173061	"BM"	NA	NA	NA	NA	NA	"Verbascum "	"yemense "	"Defl. "	"var. yemense"	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Above Dhahran, Abha"	17.730067	NA	43.514353	NA	NA	NA	200	2438	19460512	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	198	"SAU"	"Saudi Arabia"	1	"`Asir"	"Asir|Aseer|Assyear"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	2	33	55
"AMZ289"	173061	"BM"	"JT147"	NA	NA	NA	NA	"Verbascum "	"yemense "	"Defl. "	"var. yemense"	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Soda, Abha"	18.284763	NA	42.397793	NA	NA	NA	200	2800	19520810	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	12	0	20	198	"SAU"	"Saudi Arabia"	1	"`Asir"	"Asir|Aseer|Assyear"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	2	48	80
"AMZ290"	173061	"MUZ"	"AA177"	NA	NA	NA	NA	"Verbascum "	"yemense "	"Defl. "	"var. yemense"	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Al-Soudah road, Al-Soudah, Abha"	18.31635	NA	42.330733	NA	NA	NA	100	2649	20210320	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	"10;50"	0	NA	12	0	20	198	"SAU"	"Saudi Arabia"	1	"`Asir"	"Asir|Aseer|Assyear"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	50	83.3333333333333
"AMZ291"	173061	"MUZ"	"AA215"	NA	NA	NA	NA	"Verbascum "	"yemense "	"Defl. "	"var. yemense"	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Al-Soudah road, Al-Soudah, Abha"	18.255483	NA	42.39065	NA	NA	NA	100	2860	20210320	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	198	"SAU"	"Saudi Arabia"	1	"`Asir"	"Asir|Aseer|Assyear"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	35	58.3333333333333
"AMZ292"	173061	"MUZ"	"AA216"	NA	NA	NA	NA	"Verbascum "	"yemense "	"Defl. "	"var. yemense"	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Near Al-Sahab park, Al-Soudah, Abha"	18.22565	NA	42.404617	NA	NA	NA	100	2694	20210320	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	12	0	20	198	"SAU"	"Saudi Arabia"	1	"`Asir"	"Asir|Aseer|Assyear"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	50	83.3333333333333
"AMZ293"	173061	"MUZ"	"AA217"	NA	NA	NA	NA	"Verbascum "	"yemense "	"Defl. "	"var. yemense"	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Near Al-Sahab park, Al-Soudah, Abha"	18.2171	NA	42.4061	NA	NA	NA	100	2696	20210320	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	1	"`Asir"	"Asir|Aseer|Assyear"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	45	75
"AMZ294"	173061	"MUZ"	"AA218"	NA	NA	NA	NA	"Verbascum "	"yemense "	"Defl. "	"var. yemense"	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Near Al-Sahab park, Al-Soudah, Abha"	18.215283	NA	42.407683	NA	NA	NA	100	2691	20210320	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	12	0	20	198	"SAU"	"Saudi Arabia"	1	"`Asir"	"Asir|Aseer|Assyear"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	50	83.3333333333333
"AMZ295"	173061	"MUZ"	"AA178"	NA	NA	NA	NA	"Verbascum "	"yemense "	"Defl. "	"var. yemense"	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Near Al-Azzah village, Bilhamr, Abha"	18.6239	NA	42.255483	NA	NA	NA	100	2693	20210320	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	"10;50"	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	1	"`Asir"	"Asir|Aseer|Assyear"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	45	75
