"ACCENUMB"	"OBJECTID"	"INSTCODE"	"COLLNUMB"	"COLLCODE"	"COLLNAME"	"COLLINSTADDRESS"	"COLLMISSID"	"GENUS"	"SPECIES"	"SPAUTHOR"	"SUBTAXA"	"SUBTAUTHOR"	"CROPNAME"	"ACCENAME"	"ACQDATE"	"ORIGCTY"	"NAMECTY"	"ADM1"	"ADM2"	"ADM3"	"ADM4"	"COLLSITE"	"DECLATITUDE"	"LATITUDE"	"DECLONGITUDE"	"LONGITUDE"	"COORDUNCERT"	"COORDDATUM"	"GEOREFMETH"	"ELEVATION"	"COLLDATE"	"BREDCODE"	"BREDNAME"	"SAMPSTAT"	"ANCEST"	"COLLSRC"	"DONORCODE"	"DONORNAME"	"DONORNUMB"	"OTHERNUMB"	"DUPLSITE"	"DUPLINSTNAME"	"STORAGE"	"MLSSTAT"	"REMARKS"	"globlandc"	"DISTOLAND"	"SUITQUAL"	"ID_0"	"ISO"	"NAME_0"	"ID_1"	"NAME_1"	"VARNAME_1"	"ENGTYPE_1"	"ID_2"	"NAME_2"	"VARNAME_2"	"ENGTYPE_2"	"ID_3"	"NAME_3"	"VARNAME_3"	"ENGTYPE_3"	"ID_4"	"NAME_4"	"VARNAME_4"	"ENGTYPE4"	"NIVELMAX"	"LOCALQUAL"	"COORQUAL"	"intertemp"	"errores"	"precis"	"georble"	"GEOREFMETH1"	"TOTALQUAL"	"TOTALQUAL100"
"AMZ175"	173061	"MUZ"	"AA118"	NA	NA	NA	NA	"Verbascum "	"melhanense"	"(Murb.) Hub.-Mor."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Sinan road between Al-Namas and Al-Majaradah, Abha"	19.123317	NA	42.11565	NA	NA	NA	100	2325	20200830	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	1	"`Asir"	"Asir|Aseer|Assyear"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	45	75
"AMZ176"	173061	"MUZ"	"AA176"	NA	NA	NA	NA	"Verbascum "	"melhanense"	"(Murb.) Hub.-Mor."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Raidah Sanctuary, Abha"	18.198033	NA	42.407717	NA	NA	NA	100	2371	20210320	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	12	0	20	198	"SAU"	"Saudi Arabia"	1	"`Asir"	"Asir|Aseer|Assyear"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	50	83.3333333333333
"AMZ177"	173061	"MUZ"	"AA183"	NA	NA	NA	NA	"Verbascum "	"melhanense"	"(Murb.) Hub.-Mor."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Near Mahyar park, Tanomah, Abha"	18.965	NA	42.1391	NA	NA	NA	100	2314	20210205	NA	NA	100	NA	62	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	198	"SAU"	"Saudi Arabia"	1	"`Asir"	"Asir|Aseer|Assyear"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	35	58.3333333333333
"AMZ178"	173061	"MUZ"	"AA185"	NA	NA	NA	NA	"Verbascum "	"melhanense"	"(Murb.) Hub.-Mor."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Borma'a road between Tanomah and Bariq, Abha"	18.931617	NA	42.12695	NA	NA	NA	100	1919	20210205	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	1	"`Asir"	"Asir|Aseer|Assyear"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	45	75
"AMZ179"	173063	"KSU"	"MI1827"	NA	NA	NA	NA	"Verbascum "	"melhanense"	"(Murb.) Hub.-Mor."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Jabal Fayfa, Jazan"	17.245297	NA	43.106868	NA	NA	NA	200	1600	19950119	NA	NA	100	NA	62	NA	NA	NA	NA	NA	NA	NA	0	NA	3	0	20	198	"SAU"	"Saudi Arabia"	10	"Jizan"	"Jazan|Qizan"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	19	2	1	3	3	2	49	81.6666666666667
"AMZ180"	173063	"KSU"	"TT20383"	NA	NA	NA	NA	"Verbascum "	"melhanense"	"(Murb.) Hub.-Mor."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Jabal Habbes, near Bani Malik, Jazan"	17.374235	NA	43.186664	NA	NA	NA	200	NA	20020126	NA	NA	100	NA	62	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	10	"Jizan"	"Jazan|Qizan"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	2	45	75
"AMZ181"	173063	"RIY"	"SC6778"	NA	NA	NA	NA	"Verbascum "	"melhanense"	"(Murb.) Hub.-Mor."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Jabal Fayfa, Jazan"	17.245012	NA	43.090979	NA	NA	NA	200	NA	19790306	NA	NA	100	NA	62	NA	NA	NA	NA	NA	NA	NA	0	NA	3	0	20	198	"SAU"	"Saudi Arabia"	10	"Jizan"	"Jazan|Qizan"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	2	48	80
"AMZ182"	173061	"KSU"	"AT6013"	NA	NA	NA	NA	"Verbascum "	"melhanense"	"(Murb.) Hub.-Mor."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Raidah Sanctuary, Abha"	18.204629	NA	42.409197	NA	NA	NA	200	NA	19980521	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	12	0	20	198	"SAU"	"Saudi Arabia"	1	"`Asir"	"Asir|Aseer|Assyear"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	19	2	1	3	3	2	49	81.6666666666667
"AMZ183"	173061	"KSU"	"AT6272"	NA	NA	NA	NA	"Verbascum "	"melhanense"	"(Murb.) Hub.-Mor."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Raidah Sanctuary, Abha"	18.204629	NA	42.409197	NA	NA	NA	200	NA	20070706	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	12	0	20	198	"SAU"	"Saudi Arabia"	1	"`Asir"	"Asir|Aseer|Assyear"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	2	50	83.3333333333333
"AMZ184"	173061	"KSU"	"IT2550"	NA	NA	NA	NA	"Verbascum "	"melhanense"	"(Murb.) Hub.-Mor."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Raidah Sanctuary, Abha"	18.204629	NA	42.409197	NA	NA	NA	200	NA	19980429	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	12	0	20	198	"SAU"	"Saudi Arabia"	1	"`Asir"	"Asir|Aseer|Assyear"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	19	2	1	3	3	2	49	81.6666666666667
"AMZ185"	173061	"RIY"	"SC15523"	NA	NA	NA	NA	"Verbascum "	"melhanense"	"(Murb.) Hub.-Mor."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Raidah Sanctuary, Abha"	18.204629	NA	42.409197	NA	NA	NA	200	NA	19960621	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	12	0	20	198	"SAU"	"Saudi Arabia"	1	"`Asir"	"Asir|Aseer|Assyear"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	19	2	1	3	3	2	49	81.6666666666667
"AMZ186"	173058	"MUZ"	"AA215"	NA	NA	NA	NA	"Verbascum "	"melhanense"	"(Murb.) Hub.-Mor."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Wadi Turbah, Al-Baha"	20.374054	NA	41.220829	NA	NA	NA	200	1850	20230512	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	12	0	20	198	"SAU"	"Saudi Arabia"	2	"Al Bahah"	"Baha"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	2	50	83.3333333333333
"AMZ187"	173058	"MUZ"	"AA216"	NA	NA	NA	NA	"Verbascum "	"melhanense"	"(Murb.) Hub.-Mor."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Heznah road between Al-Makhwah and Baljurashi, Al-Baha"	19.829593	NA	41.548605	NA	NA	NA	100	1933	20230416	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	198	"SAU"	"Saudi Arabia"	2	"Al Bahah"	"Baha"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	35	58.3333333333333
"AMZ188"	173058	"MUZ"	"AA65"	NA	NA	NA	NA	"Verbascum "	"melhanense"	"(Murb.) Hub.-Mor."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"King Khalid road between Qilwah and Al-Baha, Al-Baha"	20.019067	NA	41.393283	NA	NA	NA	100	1957	20200816	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	198	"SAU"	"Saudi Arabia"	2	"Al Bahah"	"Baha"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	35	58.3333333333333
"AMZ189"	173058	"MUZ"	"AA66"	NA	NA	NA	NA	"Verbascum "	"melhanense"	"(Murb.) Hub.-Mor."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"King Khalid road between Qilwah and Al-Baha, Al-Baha"	20.019	NA	41.3933	NA	NA	NA	100	1960	20200816	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	198	"SAU"	"Saudi Arabia"	2	"Al Bahah"	"Baha"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	35	58.3333333333333
"AMZ190"	173058	"MUZ"	"AA67"	NA	NA	NA	NA	"Verbascum "	"melhanense"	"(Murb.) Hub.-Mor."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"King Khalid road between Qilwah and Al-Baha, Al-Baha"	20.020233	NA	41.393767	NA	NA	NA	100	2022	20200816	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	198	"SAU"	"Saudi Arabia"	2	"Al Bahah"	"Baha"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	35	58.3333333333333
"AMZ191"	173058	"MUZ"	"AA68"	NA	NA	NA	NA	"Verbascum "	"melhanense"	"(Murb.) Hub.-Mor."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"King Khalid road between Qilwah and Al-Baha, Al-Baha"	20.020583	NA	41.394183	NA	NA	NA	100	2061	20200816	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	198	"SAU"	"Saudi Arabia"	2	"Al Bahah"	"Baha"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	35	58.3333333333333
"AMZ192"	173058	"MUZ"	"AA69"	NA	NA	NA	NA	"Verbascum "	"melhanense"	"(Murb.) Hub.-Mor."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"King Khalid road between Qilwah and Al-Baha, Al-Baha"	20.0205	NA	41.394167	NA	NA	NA	100	2058	20200816	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	198	"SAU"	"Saudi Arabia"	2	"Al Bahah"	"Baha"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	35	58.3333333333333
"AMZ193"	173058	"MUZ"	"AA70"	NA	NA	NA	NA	"Verbascum "	"melhanense"	"(Murb.) Hub.-Mor."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"King Khalid road between Qilwah and Al-Baha, Al-Baha"	20.019217	NA	41.395067	NA	NA	NA	100	2061	20200816	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	198	"SAU"	"Saudi Arabia"	2	"Al Bahah"	"Baha"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	35	58.3333333333333
"AMZ194"	173058	"MUZ"	"AA71"	NA	NA	NA	NA	"Verbascum "	"melhanense"	"(Murb.) Hub.-Mor."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"King Khalid road between Qilwah and Al-Baha, Al-Baha"	20.015883	NA	41.396267	NA	NA	NA	100	2092	20200816	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	198	"SAU"	"Saudi Arabia"	2	"Al Bahah"	"Baha"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	35	58.3333333333333
"AMZ195"	173058	"MUZ"	"AA72"	NA	NA	NA	NA	"Verbascum "	"melhanense"	"(Murb.) Hub.-Mor."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"King Khalid road between Qilwah and Al-Baha, Al-Baha"	20.015433	NA	41.39645	NA	NA	NA	100	2086	20200816	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	198	"SAU"	"Saudi Arabia"	2	"Al Bahah"	"Baha"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	35	58.3333333333333
"AMZ196"	173058	"MUZ"	"AA73"	NA	NA	NA	NA	"Verbascum "	"melhanense"	"(Murb.) Hub.-Mor."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"King Khalid road between Qilwah and Al-Baha, Al-Baha"	20.014767	NA	41.396767	NA	NA	NA	100	2091	20200816	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	198	"SAU"	"Saudi Arabia"	2	"Al Bahah"	"Baha"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	35	58.3333333333333
"AMZ197"	217779	"K "	"JW3036"	NA	NA	NA	NA	"Verbascum "	"melhanense"	"(Murb.) Hub.-Mor."	NA	NA	NA	NA	NA	"YEM"	"Yemen"	"Governorate"	"District"	NA	NA	"Jabal Marran, Saada"	16.798093	NA	43.383287	NA	NA	NA	200	1600	19791031	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	12	0	20	251	"YEM"	"Yemen"	18	"Sa`dah"	"Sa'ada|Saadah|Sa'da|Saidah|Sa'adah"	"Governorate"	268	"Haydan"	"NA "	"District"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	18	1	1	3	3	2	44.6666666666667	74.4444444444444
"AMZ198"	217915	"K"	"JW3384"	NA	NA	NA	NA	"Verbascum "	"melhanense"	"(Murb.) Hub.-Mor."	NA	NA	NA	NA	NA	"YEM"	"Yemen"	"Governorate"	"District"	NA	NA	"Shaharah, Amran"	16.183789	NA	43.704569	NA	NA	NA	200	2300	19811113	NA	NA	100	NA	62	NA	NA	NA	NA	NA	NA	NA	0	NA	3	0	20	251	"YEM"	"Yemen"	10	"Amran"	"'Amran"	"Governorate"	132	"Shaharah"	"NA "	"District"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	18	1	1	3	3	2	44.6666666666667	74.4444444444444
"AMZ199"	217969	"K"	"JW2864"	NA	NA	NA	NA	"Verbascum "	"melhanense"	"(Murb.) Hub.-Mor."	NA	NA	NA	NA	NA	"YEM"	"Yemen"	"Governorate"	"District"	NA	NA	"Jabal Melhan, Al-Mahwit"	15.333313	NA	43.349992	NA	NA	NA	200	2100	19790615	NA	NA	100	NA	62	NA	NA	NA	NA	NA	NA	NA	0	NA	3	0	20	251	"YEM"	"Yemen"	8	"Al Mahwit"	"Almahweet|Mahweet"	"Governorate"	103	"Milhan"	"NA "	"District"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	18	1	1	3	3	2	44.6666666666667	74.4444444444444
"AMZ200"	217889	"MUZ"	"AA214"	NA	NA	NA	NA	"Verbascum "	"melhanense"	"(Murb.) Hub.-Mor."	NA	NA	NA	NA	NA	"YEM"	"Yemen"	"Governorate"	"District"	NA	NA	"Jabal Razh, Saada"	16.920702	NA	43.285556	NA	NA	NA	200	2200	20230412	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	12	0	20	251	"YEM"	"Yemen"	18	"Sa`dah"	"Sa'ada|Saadah|Sa'da|Saidah|Sa'adah"	"Governorate"	273	"Razih"	"NA "	"District"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	20	3	1	3	3	2	46.6666666666667	77.7777777777778
"AMZ201"	217987	"K"	"FH5768"	NA	NA	NA	NA	"Verbascum"	"bottae "	"(Defl.) Huber-Morath"	NA	NA	NA	NA	NA	"YEM"	"Yemen"	"Governorate"	"District"	NA	NA	"Jabal Shibam, 40 km N.E. of Sana'a, Sana'a"	15.052565	NA	43.736439	NA	NA	NA	200	2400	19751017	NA	NA	100	NA	62	NA	NA	NA	NA	NA	NA	NA	0	NA	12	0	20	251	"YEM"	"Yemen"	19	"San`a'"	"Sana'a"	"City"	290	"Manakhah"	"NA "	"District"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	18	1	1	3	3	2	44.6666666666667	74.4444444444444
"AMZ202"	217980	"K"	"JW1707"	NA	NA	NA	NA	"Verbascum"	"bottae "	"(Defl.) Huber-Morath"	NA	NA	NA	NA	NA	"YEM"	"Yemen"	"Governorate"	"District"	NA	NA	"Jabal Taqar, Ibb"	13.882215	NA	44.127223	NA	NA	NA	200	3100	19770728	NA	NA	100	NA	62	NA	NA	NA	NA	NA	NA	NA	0	NA	12	0	20	251	"YEM"	"Yemen"	14	"Ibb"	NA	"Governorate"	225	"Jiblah"	"NA "	"District"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	18	1	1	3	3	2	44.6666666666667	74.4444444444444
"AMZ203"	217792	"K"	"JW3108"	NA	NA	NA	NA	"Verbascum"	"bottae "	"(Defl.) Huber-Morath"	NA	NA	NA	NA	NA	"YEM"	"Yemen"	"Governorate"	"District"	NA	NA	"Near Bait Albeshari, Al Mahwit"	15.481322	NA	43.592527	NA	NA	NA	200	2100	19791214	NA	NA	100	NA	62	NA	NA	NA	NA	NA	NA	NA	0	NA	12	0	20	251	"YEM"	"Yemen"	8	"Al Mahwit"	"Almahweet|Mahweet"	"Governorate"	99	"Ar Rujum"	"NA "	"District"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	18	1	1	3	3	2	44.6666666666667	74.4444444444444
"AMZ204"	218090	"BM"	"JW74/155"	NA	NA	NA	NA	"Verbascum"	"bottae "	"(Defl.) Huber-Morath"	NA	NA	NA	NA	NA	"YEM"	"Yemen"	"Governorate"	"District"	NA	NA	"Turbah, Taizz"	13.22044	NA	44.114011	NA	NA	NA	200	2000	19741024	NA	NA	100	NA	62	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	251	"YEM"	"Yemen"	21	"Ta`izz"	"Taez|Taiz|Taizz"	"Governorate"	319	"Ash Shamayatayn"	"NA "	"District"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	18	1	1	3	3	2	39.6666666666667	66.1111111111111
"AMZ205"	218092	"K"	"MA9282"	NA	NA	NA	NA	"Verbascum"	"bottae "	"(Defl.) Huber-Morath"	NA	NA	NA	NA	NA	"YEM"	"Yemen"	"Governorate"	"District"	NA	NA	"Near Turbah, Algaheli, Taizz"	13.20331	NA	44.176078	NA	NA	NA	200	2000	19951110	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	251	"YEM"	"Yemen"	15	"Lahij"	"Laheg|Lahej|Lahj|Tuban"	"Governorate"	232	"Al Maqatirah"	"NA "	"District"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	19	2	1	3	3	2	40.6666666666667	67.7777777777778
"AMZ206"	218081	"K"	"AS4399"	NA	NA	NA	NA	"Verbascum"	"bottae "	"(Defl.) Huber-Morath"	NA	NA	NA	NA	NA	"YEM"	"Yemen"	"Governorate"	"District"	NA	NA	"Jabal Sabir, above and to the SE of Taizz, Taizz"	13.517825	NA	44.052474	NA	NA	NA	200	2850	19770803	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	3	0	20	251	"YEM"	"Yemen"	21	"Ta`izz"	"Taez|Taiz|Taizz"	"Governorate"	329	"Sabir Al Mawadim"	"NA "	"District"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	18	1	1	3	3	2	44.6666666666667	74.4444444444444
"AMZ207"	218090	"BM"	"JW74/166"	NA	NA	NA	NA	"Verbascum"	"bottae "	"(Defl.) Huber-Morath"	NA	NA	NA	NA	NA	"YEM"	"Yemen"	"Governorate"	"District"	NA	NA	"Turbah, Jabal Sabir, Taizz"	13.235262	NA	44.146748	NA	NA	NA	200	1900	19741020	NA	NA	100	NA	62	NA	NA	NA	NA	NA	NA	NA	0	NA	12	0	20	251	"YEM"	"Yemen"	21	"Ta`izz"	"Taez|Taiz|Taizz"	"Governorate"	319	"Ash Shamayatayn"	"NA "	"District"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	18	1	1	3	3	2	44.6666666666667	74.4444444444444
"AMZ208"	217823	"K"	"JW2251"	NA	NA	NA	NA	"Verbascum"	"bottae "	"(Defl.) Huber-Morath"	NA	NA	NA	NA	NA	"YEM"	"Yemen"	"Governorate"	"District"	NA	NA	"By a water lake above Khawlan, Sana'a"	15.20858	NA	44.501765	NA	NA	NA	200	2300	19780217	NA	NA	100	NA	62	NA	NA	NA	NA	NA	NA	NA	0	NA	12	0	20	251	"YEM"	"Yemen"	19	"San`a'"	"Sana'a"	"City"	288	"Jihanah"	"NA "	"District"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	18	1	1	3	3	2	44.6666666666667	74.4444444444444
"AMZ209"	217867	"BM"	"JW71"	NA	NA	NA	NA	"Verbascum"	"bottae "	"(Defl.) Huber-Morath"	NA	NA	NA	NA	NA	"YEM"	"Yemen"	"Governorate"	"District"	NA	NA	"Jabal An Nabi Shuíayb, Sana'a"	15.277324	NA	43.981116	NA	NA	NA	200	3350	19720930	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	251	"YEM"	"Yemen"	19	"San`a'"	"Sana'a"	"City"	285	"Bani Matar"	"NA "	"District"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	18	1	1	3	3	2	29.6666666666667	49.4444444444444
"AMZ210"	217980	"K"	"MB2528"	NA	NA	NA	NA	"Verbascum"	"bottae "	"(Defl.) Huber-Morath"	NA	NA	NA	NA	NA	"YEM"	"Yemen"	"Governorate"	"District"	NA	NA	"Roadside S. of Ibb, Ibb"	13.925817	NA	44.182661	NA	NA	NA	200	NA	19730727	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	12	0	20	251	"YEM"	"Yemen"	14	"Ibb"	NA	"Governorate"	225	"Jiblah"	"NA "	"District"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	18	1	1	3	3	2	44.6666666666667	74.4444444444444
"AMZ211"	120489	"OBG"	"AP2350"	NA	NA	NA	NA	"Verbascum"	"omanense"	"Hub.-Mor."	NA	NA	"metahí"	NA	NA	"OMN"	"Oman"	"Region"	"Province"	NA	NA	"between Al Khod and Nakl, Al Batinah South "	23.510985	NA	58.001319	NA	NA	NA	100	98	20060220	NA	NA	100	NA	23	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	169	"OMN"	"Oman"	2	"Al Batnah"	"Al Batinah|Ad Batinah"	"Region"	16	"Nakhal"	"NA "	"Province"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	20	3	1	3	3	3	31.6666666666667	52.7777777777778
"AMZ212"	120490	"ON"	"DC274"	NA	NA	NA	NA	"Verbascum"	"omanense"	"Hub.-Mor."	NA	NA	"metahí"	NA	NA	"OMN"	"Oman"	"Region"	"Province"	NA	NA	"Wadi Abyad, Al Batinah South"	23.416667	NA	57.666667	NA	NA	NA	100	150	19950324	NA	NA	100	NA	23	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	169	"OMN"	"Oman"	2	"Al Batnah"	"Al Batinah|Ad Batinah"	"Region"	10	"Al Awabi"	"NA "	"Province"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	19	2	1	3	3	3	30.6666666666667	51.1111111111111
"AMZ213"	120487	"ON"	"DHI278"	NA	NA	NA	NA	"Verbascum"	"omanense"	"Hub.-Mor."	NA	NA	"metahí"	NA	NA	"OMN"	"Oman"	"Region"	"Province"	NA	NA	"Hamiyat al mand, Zammah, Wadi Beni Awf, 20 km S of Rustaq, Al Batinah South"	23.273129	NA	57.452696	NA	NA	NA	200	700	19970311	NA	NA	100	NA	23	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	169	"OMN"	"Oman"	2	"Al Batnah"	"Al Batinah|Ad Batinah"	"Region"	9	"A Rustaq"	"Ar Rustaq"	"Province"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	19	2	1	3	3	2	30.6666666666667	51.1111111111111
