INSTCODE	ACCENUMB	COLLNUMB	COLLCODE	COLLNAME	COLLINSTADDRESS	COLLMISSID	GENUS	SPECIES	SPAUTHOR	SUBTAXA	SUBTAUTHOR	CROPNAME	ACCENAME	ACQDATE	ORIGCTY	NAMECTY	ADM1	ADM2	ADM3	ADM4	COLLSITE	DECLATITUDE	LATITUDE	DECLONGITUDE	LONGITUDE	COORDUNCERT	COORDDATUM	GEOREFMETH	ELEVATION	COLLDATE	BREDCODE	BREDNAME	SAMPSTAT	ANCEST	COLLSRC	DONORCODE	DONORNAME	DONORNUMB	OTHERNUMB	DUPLSITE	DUPLINSTNAME	STORAGE	MLSSTAT	REMARKS
E	E00066970	IS6977	NA	NA	NA	NA	Verbascum  	medinecum	Hemaid	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Home Al-Figrah, 50 km W of Medina, Medina"	24.3442	NA	38.949517	NA	NA	NA	200	1829	19890302	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ166	AA164	NA	NA	NA	NA	Verbascum 	melhanense	(Murb.) Hub.-Mor.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"King Khalid road between Qilwah and Al-Baha, Al-Baha"	20.019417	NA	41.3941	NA	NA	NA	100	2020	20210313	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	10;50	0	NA
MUZ	AMZ167	AA109	NA	NA	NA	NA	Verbascum 	melhanense	(Murb.) Hub.-Mor.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Jabal Mna'a, Tanomah, Abha"	18.961783	NA	42.174467	NA	NA	NA	100	2280	20200830	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	10;50	0	NA
MUZ	AMZ168	AA110	NA	NA	NA	NA	Verbascum 	melhanense	(Murb.) Hub.-Mor.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Jabal Mna'a, Tanomah, Abha"	18.962933	NA	42.17335	NA	NA	NA	100	2301	20200830	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ169	AA111	NA	NA	NA	NA	Verbascum 	melhanense	(Murb.) Hub.-Mor.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Jabal Mna'a, Tanomah, Abha"	18.962917	NA	42.174167	NA	NA	NA	100	2337	20200830	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ170	AA112	NA	NA	NA	NA	Verbascum 	melhanense	(Murb.) Hub.-Mor.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Jabal Mna'a, Tanomah, Abha"	18.963767	NA	42.1739	NA	NA	NA	100	2359	20200830	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ171	AA4	NA	NA	NA	NA	Verbascum 	melhanense	(Murb.) Hub.-Mor.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Jabal Al-Hasher, Jazan"	17.447117	NA	43.03885	NA	NA	NA	100	2001	20200810	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ172	AA3	NA	NA	NA	NA	Verbascum 	melhanense	(Murb.) Hub.-Mor.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Jabal Al-Hasher, Jazan"	17.447	NA	43.038783	NA	NA	NA	100	2001	20200810	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ173	AA2	NA	NA	NA	NA	Verbascum 	melhanense	(Murb.) Hub.-Mor.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Jabal Al-Hasher, Jazan"	17.446983	NA	43.03875	NA	NA	NA	100	2001	20200810	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ174	AA1	NA	NA	NA	NA	Verbascum 	melhanense	(Murb.) Hub.-Mor.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Jabal Fayfa, Jazan"	17.252917	NA	43.0949	NA	NA	NA	100	1853	20200809	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	50	0	NA
MUZ	AMZ175	AA118	NA	NA	NA	NA	Verbascum 	melhanense	(Murb.) Hub.-Mor.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Sinan road between Al-Namas and Al-Majaradah, Abha"	19.123317	NA	42.11565	NA	NA	NA	100	2325	20200830	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ176	AA176	NA	NA	NA	NA	Verbascum 	melhanense	(Murb.) Hub.-Mor.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Raidah Sanctuary, Abha"	18.198033	NA	42.407717	NA	NA	NA	100	2371	20210320	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ177	AA183	NA	NA	NA	NA	Verbascum 	melhanense	(Murb.) Hub.-Mor.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Near Mahyar park, Tanomah, Abha"	18.965	NA	42.1391	NA	NA	NA	100	2314	20210205	NA	NA	100	NA	62	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ178	AA185	NA	NA	NA	NA	Verbascum 	melhanense	(Murb.) Hub.-Mor.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Borma'a road between Tanomah and Bariq, Abha"	18.931617	NA	42.12695	NA	NA	NA	100	1919	20210205	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
KSU	AMZ179	MI1827	NA	NA	NA	NA	Verbascum 	melhanense	(Murb.) Hub.-Mor.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Jabal Fayfa, Jazan"	17.245297	NA	43.106868	NA	NA	NA	200	1600	19950119	NA	NA	100	NA	62	NA	NA	NA	NA	NA	NA	NA	0	NA
KSU	AMZ180	TT20383	NA	NA	NA	NA	Verbascum 	melhanense	(Murb.) Hub.-Mor.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Jabal Habbes, near Bani Malik, Jazan"	17.374235	NA	43.186664	NA	NA	NA	200	NA	20020126	NA	NA	100	NA	62	NA	NA	NA	NA	NA	NA	NA	0	NA
RIY	AMZ181	SC6778	NA	NA	NA	NA	Verbascum 	melhanense	(Murb.) Hub.-Mor.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Jabal Fayfa, Jazan"	17.245012	NA	43.090979	NA	NA	NA	200	NA	19790306	NA	NA	100	NA	62	NA	NA	NA	NA	NA	NA	NA	0	NA
KSU	AMZ182	AT6013	NA	NA	NA	NA	Verbascum 	melhanense	(Murb.) Hub.-Mor.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Raidah Sanctuary, Abha"	18.204629	NA	42.409197	NA	NA	NA	200	NA	19980521	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
KSU	AMZ183	AT6272	NA	NA	NA	NA	Verbascum 	melhanense	(Murb.) Hub.-Mor.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Raidah Sanctuary, Abha"	18.204629	NA	42.409197	NA	NA	NA	200	NA	20070706	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
KSU	AMZ184	IT2550	NA	NA	NA	NA	Verbascum 	melhanense	(Murb.) Hub.-Mor.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Raidah Sanctuary, Abha"	18.204629	NA	42.409197	NA	NA	NA	200	NA	19980429	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
RIY	AMZ185	SC15523	NA	NA	NA	NA	Verbascum 	melhanense	(Murb.) Hub.-Mor.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Raidah Sanctuary, Abha"	18.204629	NA	42.409197	NA	NA	NA	200	NA	19960621	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ186	AA215	NA	NA	NA	NA	Verbascum 	melhanense	(Murb.) Hub.-Mor.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Wadi Turbah, Al-Baha"	20.374054	NA	41.220829	NA	NA	NA	200	1850	20230512	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ187	AA216	NA	NA	NA	NA	Verbascum 	melhanense	(Murb.) Hub.-Mor.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Heznah road between Al-Makhwah and Baljurashi, Al-Baha"	19.829593	NA	41.548605	NA	NA	NA	100	1933	20230416	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ188	AA65	NA	NA	NA	NA	Verbascum 	melhanense	(Murb.) Hub.-Mor.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"King Khalid road between Qilwah and Al-Baha, Al-Baha"	20.019067	NA	41.393283	NA	NA	NA	100	1957	20200816	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ189	AA66	NA	NA	NA	NA	Verbascum 	melhanense	(Murb.) Hub.-Mor.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"King Khalid road between Qilwah and Al-Baha, Al-Baha"	20.019	NA	41.3933	NA	NA	NA	100	1960	20200816	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ190	AA67	NA	NA	NA	NA	Verbascum 	melhanense	(Murb.) Hub.-Mor.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"King Khalid road between Qilwah and Al-Baha, Al-Baha"	20.020233	NA	41.393767	NA	NA	NA	100	2022	20200816	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ191	AA68	NA	NA	NA	NA	Verbascum 	melhanense	(Murb.) Hub.-Mor.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"King Khalid road between Qilwah and Al-Baha, Al-Baha"	20.020583	NA	41.394183	NA	NA	NA	100	2061	20200816	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ192	AA69	NA	NA	NA	NA	Verbascum 	melhanense	(Murb.) Hub.-Mor.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"King Khalid road between Qilwah and Al-Baha, Al-Baha"	20.0205	NA	41.394167	NA	NA	NA	100	2058	20200816	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ193	AA70	NA	NA	NA	NA	Verbascum 	melhanense	(Murb.) Hub.-Mor.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"King Khalid road between Qilwah and Al-Baha, Al-Baha"	20.019217	NA	41.395067	NA	NA	NA	100	2061	20200816	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ194	AA71	NA	NA	NA	NA	Verbascum 	melhanense	(Murb.) Hub.-Mor.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"King Khalid road between Qilwah and Al-Baha, Al-Baha"	20.015883	NA	41.396267	NA	NA	NA	100	2092	20200816	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ195	AA72	NA	NA	NA	NA	Verbascum 	melhanense	(Murb.) Hub.-Mor.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"King Khalid road between Qilwah and Al-Baha, Al-Baha"	20.015433	NA	41.39645	NA	NA	NA	100	2086	20200816	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ196	AA73	NA	NA	NA	NA	Verbascum 	melhanense	(Murb.) Hub.-Mor.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"King Khalid road between Qilwah and Al-Baha, Al-Baha"	20.014767	NA	41.396767	NA	NA	NA	100	2091	20200816	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
K 	AMZ197	JW3036	NA	NA	NA	NA	Verbascum 	melhanense	(Murb.) Hub.-Mor.	NA	NA	NA	NA	NA	YEM	Yemen	Governorate	District	NA	NA	"Jabal Marran, Saada"	16.798093	NA	43.383287	NA	NA	NA	200	1600	19791031	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
K	AMZ198	JW3384	NA	NA	NA	NA	Verbascum 	melhanense	(Murb.) Hub.-Mor.	NA	NA	NA	NA	NA	YEM	Yemen	Governorate	District	NA	NA	"Shaharah, Amran"	16.183789	NA	43.704569	NA	NA	NA	200	2300	19811113	NA	NA	100	NA	62	NA	NA	NA	NA	NA	NA	NA	0	NA
K	AMZ199	JW2864	NA	NA	NA	NA	Verbascum 	melhanense	(Murb.) Hub.-Mor.	NA	NA	NA	NA	NA	YEM	Yemen	Governorate	District	NA	NA	"Jabal Melhan, Al-Mahwit"	15.333313	NA	43.349992	NA	NA	NA	200	2100	19790615	NA	NA	100	NA	62	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ200	AA214	NA	NA	NA	NA	Verbascum 	melhanense	(Murb.) Hub.-Mor.	NA	NA	NA	NA	NA	YEM	Yemen	Governorate	District	NA	NA	"Jabal Razh, Saada"	16.920702	NA	43.285556	NA	NA	NA	200	2200	20230412	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
E	E00066913	KU705	NA	NA	NA	NA	Verbascum 	melhanense	(Murb.) Hub.-Mor.	NA	NA	NA	NA	NA	YEM	Yemen	Governorate	District	NA	NA	"Jabal Nasira, Hajjah"	15.734903	NA	43.566505	NA	NA	NA	200	1950	19821008	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
E	E00066915	IH153	NA	NA	NA	NA	Verbascum 	melhanense	(Murb.) Hub.-Mor.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Aqabat Al-Samma to Wadi Al-Ouse, NW of Abha, Abha"	18.304648	NA	42.332303	NA	NA	NA	200	NA	19810106	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
E	E00066919	IS3164	NA	NA	NA	NA	Verbascum 	melhanense	(Murb.) Hub.-Mor.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Jabal Fayfa, about 100 km NE of Jazan, Jazan"	17.245012	NA	43.090979	NA	NA	NA	200	1615	19811120	NA	NA	100	NA	62	NA	NA	NA	NA	NA	NA	NA	0	NA
E	E00066924	JW2835	NA	NA	NA	NA	Verbascum 	melhanense	(Murb.) Hub.-Mor.	NA	NA	NA	NA	NA	YEM	Yemen	Governorate	District	NA	NA	"Jabal Masar, Sana'a"	15.078606	NA	43.680834	NA	NA	NA	200	2600	19790608	NA	NA	100	NA	62	NA	NA	NA	NA	NA	NA	NA	0	NA
E	E00066925	IS2692	NA	NA	NA	NA	Verbascum 	melhanense	(Murb.) Hub.-Mor.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Wadi Al-Ouse, Abha"	18.283871	NA	42.334629	NA	NA	NA	200	975	19810513	NA	NA	100	NA	62	NA	NA	NA	NA	NA	NA	NA	0	NA
E	E00614685	010209RI	NA	NA	NA	NA	Verbascum 	melhanense	(Murb.) Hub.-Mor.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Raidah Sanctuary, Abha"	18.204629	NA	42.409197	NA	NA	NA	200	2100	20010209	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
E	E00614718	000607II34	NA	NA	NA	NA	Verbascum 	melhanense	(Murb.) Hub.-Mor.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Between Al-Namas and Tanomah, Tanomah, Abha"	18.980278	NA	42.150833	NA	NA	NA	100	2360	20000607	NA	NA	100	NA	62	NA	NA	NA	NA	NA	NA	NA	0	NA
E	E01000559	IS8227	NA	NA	NA	NA	Verbascum 	melhanense	(Murb.) Hub.-Mor.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"King Khalid Road, NW of Al-Baha, Al-Baha"	20.019067	NA	41.393283	NA	NA	NA	200	1981	19920515	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MSBKew	96285	HDVP522	NA	NA	NA	NA	Verbascum	omanense	Hub.-Mor.	NA	NA	metah’	NA	NA	OMN	Oman	Region	Province	NA	NA	"1.7 km before Al Thowarah Garden on main road through Nakhl, Al Batinah South"	23.388021	NA	57.831268	NA	NA	NA	200	280	19920523	NA	NA	100	NA	23	NA	NA	NA	NA	NA	NA	10	0	NA
OBG	AMZ211	AP2350	NA	NA	NA	NA	Verbascum	omanense	Hub.-Mor.	NA	NA	metah’	NA	NA	OMN	Oman	Region	Province	NA	NA	"between Al Khod and Nakl, Al Batinah South "	23.510985	NA	58.001319	NA	NA	NA	100	98	20060220	NA	NA	100	NA	23	NA	NA	NA	NA	NA	NA	NA	0	NA
ON	AMZ212	DC274	NA	NA	NA	NA	Verbascum	omanense	Hub.-Mor.	NA	NA	metah’	NA	NA	OMN	Oman	Region	Province	NA	NA	"Wadi Abyad, Al Batinah South"	23.416667	NA	57.666667	NA	NA	NA	100	150	19950324	NA	NA	100	NA	23	NA	NA	NA	NA	NA	NA	NA	0	NA
ON	AMZ213	DHI278	NA	NA	NA	NA	Verbascum	omanense	Hub.-Mor.	NA	NA	metah’	NA	NA	OMN	Oman	Region	Province	NA	NA	"Hamiyat al mand, Zammah, Wadi Beni Awf, 20 km S of Rustaq, Al Batinah South"	23.273129	NA	57.452696	NA	NA	NA	200	700	19970311	NA	NA	100	NA	23	NA	NA	NA	NA	NA	NA	NA	0	NA
ON	AMZ214	DC154	NA	NA	NA	NA	Verbascum	omanense	Hub.-Mor.	NA	NA	metah’	NA	NA	OMN	Oman	Region	Province	NA	NA	"Nakhl, Al Batinah South"	23.385737	NA	57.824428	NA	NA	NA	200	100	19950316	NA	NA	100	NA	23	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ215	AA191	NA	NA	NA	NA	Verbascum	omanense	Hub.-Mor.	NA	NA	metah’	NA	NA	OMN	Oman	Region	Province	NA	NA	"Near Wadi Taww to Nakhal Village, Al Batinah South "	23.500202	NA	57.982717	NA	NA	NA	100	285	20210629	NA	NA	100	NA	23	NA	NA	NA	NA	NA	NA	10;50	0	NA
K	AMZ216	AR3766	NA	NA	NA	NA	Verbascum	omanense	Hub.-Mor.	NA	NA	metah’	NA	NA	OMN	Oman	Region	Province	NA	NA	"Wadi Mahil, below Jabal Mahil, S of Sumail, Ad Dakhiliyah"	23.271074	NA	57.91539	NA	NA	NA	200	609	19760303	NA	NA	100	NA	23	NA	NA	NA	NA	NA	NA	NA	0	NA
ON	AMZ217	RA213	NA	NA	NA	NA	Verbascum	omanense	Hub.-Mor.	NA	NA	metah’	NA	NA	OMN	Oman	Region	Province	NA	NA	"Wadi Sumail, Ad Dakhiliyah"	23.296837	NA	57.976738	NA	NA	NA	200	375	19850203	NA	NA	100	NA	23	NA	NA	NA	NA	NA	NA	NA	0	NA
BM	AMZ218	JM6694	NA	NA	NA	NA	Verbascum	omanense	Hub.-Mor.	NA	NA	metah’	NA	NA	OMN	Oman	Region	Province	NA	NA	"Vicinity of Samail, Ad Dakhiliyah"	23.315737	NA	58.02148	NA	NA	NA	100	304	19750420	NA	NA	100	NA	23	NA	NA	NA	NA	NA	NA	NA	0	NA
BM	AMZ219	JM6693	NA	NA	NA	NA	Verbascum	omanense	Hub.-Mor.	NA	NA	metah’	NA	NA	OMN	Oman	Region	Province	NA	NA	"Vicinity of Samail, Ad Dakhiliyah"	23.308805	NA	58.029331	NA	NA	NA	100	304	19750420	NA	NA	100	NA	23	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ220	AA193	NA	NA	NA	NA	Verbascum	omanense	Hub.-Mor.	NA	NA	metah’	NA	NA	OMN	Oman	Region	Province	NA	NA	"Wadi Al Khawd, Muscat"	23.566575	NA	58.115768	NA	NA	NA	100	80	20210714	NA	NA	100	NA	23	NA	NA	NA	NA	NA	NA	10;50	0	NA
MUZ	AMZ221	AA199	NA	NA	NA	NA	Verbascum	omanense	Hub.-Mor.	NA	NA	metah’	NA	NA	OMN	Oman	Region	Province	NA	NA	"Near Al Arid Village, Ad Dhahirah"	23.45128	NA	56.637391	NA	NA	NA	100	96	20210807	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA
E	E00066931	JE3399	NA	NA	NA	NA	Verbascum	omanense	Hub.-Mor.	NA	NA	metah’	NA	NA	OMN	Oman	Region	Province	NA	NA	"W. Hajar mts, 12 km from Kahanat to Rahbah, E. side of Jabal Al Halla, Ad Dakhiliyah"	23.313542	NA	56.963628	NA	NA	NA	200	750	19800314	NA	NA	100	NA	23	NA	NA	NA	NA	NA	NA	NA	0	NA
E	E00066932	RW655	NA	NA	NA	NA	Verbascum	omanense	Hub.-Mor.	NA	NA	metah’	NA	NA	OMN	Oman	Region	Province	NA	NA	"Al Khadrah, Oasis NE of Buraimi, Al Batinah South"	23.364653	NA	57.308452	NA	NA	NA	200	400	19840623	NA	NA	100	NA	23	NA	NA	NA	NA	NA	NA	NA	0	NA
E	E00066933	RW1197	NA	NA	NA	NA	Verbascum	omanense	Hub.-Mor.	NA	NA	metah’	NA	NA	OMN	Oman	Region	Province	NA	NA	"Wadi Rayy, between Mahdah and Hatta, NE of Buraimi, Al Buraymi"	24.653401	NA	56.113258	NA	NA	NA	200	200	19900404	NA	NA	100	NA	23	NA	NA	NA	NA	NA	NA	NA	0	NA
E	E00066934	JE3202	NA	NA	NA	NA	Verbascum	omanense	Hub.-Mor.	NA	NA	metah’	NA	NA	OMN	Oman	Region	Province	NA	NA	"Hibra, 10 km N of Nakhl, Al Batinah South"	23.415904	NA	57.814221	NA	NA	NA	200	160	19800302	NA	NA	100	NA	62	NA	NA	NA	NA	NA	NA	NA	0	NA
E	E00066935	MG7487/11	NA	NA	NA	NA	Verbascum	omanense	Hub.-Mor.	NA	NA	metah’	NA	NA	OMN	Oman	Region	Province	NA	NA	"Hibra, near Nakhl, Al Batinah South"	23.401197	NA	57.827606	NA	NA	NA	200	200	19850405	NA	NA	100	NA	23	NA	NA	NA	NA	NA	NA	NA	0	NA
E	E00066936	JB905	NA	NA	NA	NA	Verbascum	omanense	Hub.-Mor.	NA	NA	metah’	NA	NA	ARE	United Arab Emirates	Emirate	NA	NA	NA	"Wadi Jeema, Hatta Town, Hatta"	24.778328	NA	56.142308	NA	NA	NA	200	300	19860317	NA	NA	100	NA	23	NA	NA	NA	NA	NA	NA	NA	0	NA
E	E00128420	IM1750	NA	NA	NA	NA	Verbascum	omanense	Hub.-Mor.	NA	NA	metah’	NA	NA	OMN	Oman	Region	Province	NA	NA	"Wadi Dawqah, Sharqiyah, Ash Sharqiyah North"	22.74829	NA	58.284511	NA	NA	NA	200	500	19930416	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA
E	E00219515	RW472	NA	NA	NA	NA	Verbascum	omanense	Hub.-Mor.	NA	NA	metah’	NA	NA	OMN	Oman	Region	Province	NA	NA	"Hibra, Al Batinah South"	23.498746	NA	57.832598	NA	NA	NA	200	190	19790214	NA	NA	100	NA	23	NA	NA	NA	NA	NA	NA	NA	0	NA
E	E00712454	MG8598	NA	NA	NA	NA	Verbascum	omanense	Hub.-Mor.	NA	NA	metah’	NA	NA	OMN	Oman	Region	Province	NA	NA	"Wadi Fizh, near Zaymi in the mountains NW of Sohar, Al Batinah North"	24.507141	NA	56.441709	NA	NA	NA	100	650	19940408	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ311	AA155	NA	NA	NA	NA	Verbascum 	sarawaticum	A.Alzahrani	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Near Al-Hada palm, Al-Hada, Taif"	21.425333	NA	40.27945	NA	NA	NA	100	1691	20210310	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	10;50	0	NA
MUZ	AMZ312	AA231	NA	NA	NA	NA	Verbascum 	sarawaticum	A.Alzahrani	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Near Al-Hada palm, Al-Hada, Taif"	21.443489	NA	40.282385	NA	NA	NA	100	1640	20210310	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ313	AA232	NA	NA	NA	NA	Verbascum 	sarawaticum	A.Alzahrani	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Near Al-Hada palm, Al-Hada, Taif"	21.4474	NA	40.280094	NA	NA	NA	100	1650	20210310	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ314	AA233	NA	NA	NA	NA	Verbascum 	sarawaticum	A.Alzahrani	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Near Al-Hada palm, Al-Hada, Taif"	21.433221	NA	40.280913	NA	NA	NA	100	1670	20210310	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ315	AA234	NA	NA	NA	NA	Verbascum 	sarawaticum	A.Alzahrani	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Near Al-Hada palm, Al-Hada, Taif"	21.425472	NA	40.279443	NA	NA	NA	100	1682	20210310	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ316	AA160	NA	NA	NA	NA	Verbascum 	sarawaticum	A.Alzahrani	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Red mountains, Baljurashi"	20.057097	NA	41.409012	NA	NA	NA	100	1985	20210311	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
K	AMZ317	IS2650	NA	NA	NA	NA	Verbascum 	sarawaticum	A.Alzahrani	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Red mountains, Baljurashi"	20.052697	NA	41.410683	NA	NA	NA	100	1981	19810510	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
K	AMZ156	LA14165	NA	NA	NA	NA	Verbascum	saudiarabicum	(A.Alzahrani) A.Alzahrani	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Al Mahmoud, 35 km N of Abha,10 km below Jabal Al-Soudah"	18.345469	NA	42.368916	NA	NA	NA	200	NA	19800521	NA	NA	100	NA	11	NA	NA	NA	NA	NA	NA	NA	0	NA
K	AMZ157	IS3316	NA	NA	NA	NA	Verbascum	saudiarabicum	(A.Alzahrani) A.Alzahrani	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Jabal Al-Soudah, Al-Soudah, 25 km NW of Abha"	18.26778	NA	42.37029	NA	NA	NA	200	2800	19820222	NA	NA	100	NA	11	NA	NA	NA	NA	NA	NA	NA	0	NA
