"ACCENUMB"	"OBJECTID"	"INSTCODE"	"COLLNUMB"	"COLLCODE"	"COLLNAME"	"COLLINSTADDRESS"	"COLLMISSID"	"GENUS"	"SPECIES"	"SPAUTHOR"	"SUBTAXA"	"SUBTAUTHOR"	"CROPNAME"	"ACCENAME"	"ACQDATE"	"ORIGCTY"	"NAMECTY"	"ADM1"	"ADM2"	"ADM3"	"ADM4"	"COLLSITE"	"DECLATITUDE"	"LATITUDE"	"DECLONGITUDE"	"LONGITUDE"	"COORDUNCERT"	"COORDDATUM"	"GEOREFMETH"	"ELEVATION"	"COLLDATE"	"BREDCODE"	"BREDNAME"	"SAMPSTAT"	"ANCEST"	"COLLSRC"	"DONORCODE"	"DONORNAME"	"DONORNUMB"	"OTHERNUMB"	"DUPLSITE"	"DUPLINSTNAME"	"STORAGE"	"MLSSTAT"	"REMARKS"	"globlandc"	"DISTOLAND"	"SUITQUAL"	"ID_0"	"ISO"	"NAME_0"	"ID_1"	"NAME_1"	"VARNAME_1"	"ENGTYPE_1"	"ID_2"	"NAME_2"	"VARNAME_2"	"ENGTYPE_2"	"ID_3"	"NAME_3"	"VARNAME_3"	"ENGTYPE_3"	"ID_4"	"NAME_4"	"VARNAME_4"	"ENGTYPE4"	"NIVELMAX"	"LOCALQUAL"	"COORQUAL"	"intertemp"	"errores"	"precis"	"georble"	"TOTALQUAL"	"TOTALQUAL100"
"371318373"	110800	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Guerrero"	"Erongara­cuaro"	NA	NA	NA	18.3080555555556	"181829N"	-101.614166666667	"1013651W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	0	20	145	"MEX"	"Mexico"	12	"Guerrero"	NA	"State"	378	"Erongarícuaro"	"Erongaricuaro"	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	20	17	0	1	3	2	57	95
"3793"	110441	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Campeche"	"Champot?n"	NA	NA	NA	18.9330555555556	"185559N"	-90.3497222222222	"0902059W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	15	145	"MEX"	"Mexico"	4	"Campeche"	NA	"State"	21	"Champotón"	"Champoton"	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	20	17	0	1	3	2	52	86.6666666666667
"3811"	110424	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Jalisco"	"La Huerta"	NA	NA	NA	19.4330555555556	"192559N"	-104.966944444444	"1045801W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	15	145	"MEX"	"Mexico"	14	"Jalisco"	NA	"State"	564	"La Huerta"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	20	17	0	1	3	2	52	86.6666666666667
"3854"	110015	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Yucatan"	"M?rida"	NA	NA	NA	21.1169444444444	"210701N"	-89.6169444444444	"0893701W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	15	145	"MEX"	"Mexico"	31	"Yucatán"	NA	"State"	1713	"Conkal"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	13.3333333333333	17	0	1	3	2	45.3333333333333	75.5555555555556
"3864"	109293	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Chiapas"	"Ocosingo"	NA	NA	NA	16.8844444444444	"165304N"	-91.1708333333333	"0911015W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	15	145	"MEX"	"Mexico"	5	"Chiapas"	NA	"State"	87	"Ocosingo"	"Ocozingo"	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	20	17	0	1	3	2	52	86.6666666666667
"3873"	111021	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Oaxaca"	"San Miguel del Puerto"	NA	NA	NA	15.98	"155848N"	-96.1033333333333	"0960612W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	0	20	145	"MEX"	"Mexico"	20	"Oaxaca"	NA	"State"	986	"Dist. Pochutla"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	13.3333333333333	17	0	1	3	2	50.3333333333333	83.8888888888889
"3936"	110291	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Veracruz de ignacio de la llave"	"Yecuatla"	NA	NA	NA	19.8830555555556	"195259N"	-96.7827777777778	"0964658W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	0	20	145	"MEX"	"Mexico"	30	"Veracruz"	NA	"State"	1598	"Misantla"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	17	0	1	3	2	43.6666666666667	72.7777777777778
"3986"	110441	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Campeche"	"Champot?n"	NA	NA	NA	18.5386111111111	"183219N"	-89.9219444444444	"0895519W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	15	145	"MEX"	"Mexico"	4	"Campeche"	NA	"State"	21	"Champotón"	"Champoton"	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	20	17	0	1	3	2	52	86.6666666666667
"3998"	109955	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Nayarit"	"Xalisco"	NA	NA	NA	21.4322222222222	"212556N"	-104.956944444444	"1045725W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	15	145	"MEX"	"Mexico"	18	"Nayarit"	NA	"State"	917	"Tepic"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	13.3333333333333	17	0	1	3	2	45.3333333333333	75.5555555555556
"4"	109293	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Chiapas"	"Ocosingo"	NA	NA	NA	16.9488888888889	"165656N"	-91.2555555555556	"0911520W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	15	145	"MEX"	"Mexico"	5	"Chiapas"	NA	"State"	87	"Ocosingo"	"Ocozingo"	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	20	17	0	1	3	2	52	86.6666666666667
"4_new"	110881	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Veracruz de ignacio de la llave"	"Ixhuatl?n del Sureste"	NA	NA	NA	18.045	"180242N"	-94.4272222222222	"0942538W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	0	20	145	"MEX"	"Mexico"	30	"Veracruz"	NA	"State"	1567	"Ixhuatlán del Sureste"	"Ixhuatlan del Sureste"	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	13.3333333333333	17	0	1	3	2	50.3333333333333	83.8888888888889
"4000"	110128	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Yucatan"	"Muna"	NA	NA	NA	20.4830555555556	"202859N"	-89.6827777777778	"0894058W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	15	145	"MEX"	"Mexico"	31	"Yucatán"	NA	"State"	1744	"Muna"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	20	17	0	1	3	2	52	86.6666666666667
"4009"	109293	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Chiapas"	"Ocosingo"	NA	NA	NA	16.9302777777778	"165549N"	-91.2708333333333	"0911615W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	15	145	"MEX"	"Mexico"	5	"Chiapas"	NA	"State"	87	"Ocosingo"	"Ocozingo"	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	20	17	0	1	3	2	52	86.6666666666667
"40449"	109711	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Tamaulipas"	"Soto la Marina"	NA	NA	NA	23.9877777777778	"235916N"	-97.8544444444444	"0975116W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	0	20	145	"MEX"	"Mexico"	28	"Tamaulipas"	NA	"State"	1438	"Soto La Marina"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	20	17	0	1	3	2	57	95
"405"	110328	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Puebla"	"Hueytamalco"	NA	NA	NA	20.0088888888889	"200032N"	-97.3088888888889	"0971832W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	0	15	145	"MEX"	"Mexico"	21	"Puebla"	NA	"State"	1200	"Yaonáhuac"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	13.3333333333333	17	0	1	3	2	45.3333333333333	75.5555555555556
"4083"	110424	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Jalisco"	"La Huerta"	NA	NA	NA	19.5308333333333	"193151N"	-105.020555555556	"1050114W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	0	20	145	"MEX"	"Mexico"	14	"Jalisco"	NA	"State"	564	"La Huerta"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	20	17	0	1	3	2	57	95
"41"	110441	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Campeche"	NA	NA	NA	NA	18.5830555555556	"183459N"	-89.4166666666667	"0892500W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	15	145	"MEX"	"Mexico"	4	"Campeche"	NA	"State"	21	"Champotón"	"Champoton"	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	13.3333333333333	17	0	1	3	3	45.3333333333333	75.5555555555556
"4107"	110364	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Campeche"	"Campeche"	NA	NA	NA	19.5830555555556	"193459N"	-90.3327777777778	"0901958W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	15	145	"MEX"	"Mexico"	4	"Campeche"	NA	"State"	19	"Campeche"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	20	17	0	1	3	2	52	86.6666666666667
"4226"	110548	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Oaxaca"	"Santiago Lachiguiri"	NA	NA	NA	16.6830555555556	"164059N"	-95.5327777777778	"0953158W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	15	145	"MEX"	"Mexico"	20	"Oaxaca"	NA	"State"	990	"Dist. Tehuantepec"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	13.3333333333333	17	0	1	3	2	45.3333333333333	75.5555555555556
"4263"	109293	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Chiapas"	"Ocosingo"	NA	NA	NA	16.8138888888889	"164850N"	-91.1158333333333	"0910657W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	0	20	145	"MEX"	"Mexico"	5	"Chiapas"	NA	"State"	87	"Ocosingo"	"Ocozingo"	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	20	17	0	1	3	2	57	95
"4308"	110073	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Campeche"	"Calkin?"	NA	NA	NA	20.5830555555556	"203459N"	-90.4169444444445	"0902501W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	15	145	"MEX"	"Mexico"	4	"Campeche"	NA	"State"	18	"Calkiní"	"Calkini"	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	20	17	0	1	3	2	52	86.6666666666667
"438616731"	109970	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Queretaro de arteaga"	"Landa de Matamoros"	NA	NA	NA	21.2830555555556	"211659N"	-99.0666666666667	"0990400W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	0	20	145	"MEX"	"Mexico"	22	"Querétaro"	NA	"State"	1222	"Landa de Matamoros"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	13.3333333333333	17	0	1	3	2	50.3333333333333	83.8888888888889
"442"	111005	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Chiapas"	"Chiapa de Corzo"	NA	NA	NA	16.845	"165042N"	-93.0094444444444	"0930034W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	0	20	145	"MEX"	"Mexico"	5	"Chiapas"	NA	"State"	91	"Osumacinta"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	13.3333333333333	17	0	1	3	2	50.3333333333333	83.8888888888889
"4589"	109293	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Chiapas"	"Ocosingo"	NA	NA	NA	16.75	"164500N"	-91.1327777777778	"0910758W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	15	145	"MEX"	"Mexico"	5	"Chiapas"	NA	"State"	87	"Ocosingo"	"Ocozingo"	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	20	17	0	1	3	2	52	86.6666666666667
"4596"	109293	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Chiapas"	"Ocosingo"	NA	NA	NA	16.7955555555556	"164744N"	-91.0927777777778	"0910534W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	15	145	"MEX"	"Mexico"	5	"Chiapas"	NA	"State"	87	"Ocosingo"	"Ocozingo"	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	20	17	0	1	3	2	52	86.6666666666667
"460"	110364	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Campeche"	NA	NA	NA	NA	19.8030555555556	"194811N"	-90.4438888888889	"0902638W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	15	145	"MEX"	"Mexico"	4	"Campeche"	NA	"State"	19	"Campeche"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	13.3333333333333	17	0	1	3	3	45.3333333333333	75.5555555555556
"460b"	110043	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Yucatan"	NA	NA	NA	NA	20.8127777777778	"204846N"	-89.4538888888889	"0892714W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	15	145	"MEX"	"Mexico"	31	"Yucatán"	NA	"State"	1693	"Acanceh"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	13.3333333333333	17	0	1	3	3	45.3333333333333	75.5555555555556
"4645"	109293	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Chiapas"	"Ocosingo"	NA	NA	NA	16.7866666666667	"164712N"	-91.1016666666667	"0910606W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	15	145	"MEX"	"Mexico"	5	"Chiapas"	NA	"State"	87	"Ocosingo"	"Ocozingo"	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	20	17	0	1	3	2	52	86.6666666666667
"468"	111021	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Oaxaca"	"San Miguel del Puerto"	NA	NA	NA	15.8944444444444	"155340N"	-96.0316666666667	"0960154W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	0	20	145	"MEX"	"Mexico"	20	"Oaxaca"	NA	"State"	986	"Dist. Pochutla"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	13.3333333333333	17	0	1	3	2	50.3333333333333	83.8888888888889
"4711"	109293	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Chiapas"	"Ocosingo"	NA	NA	NA	16.8136111111111	"164849N"	-91.0677777777778	"0910404W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	15	145	"MEX"	"Mexico"	5	"Chiapas"	NA	"State"	87	"Ocosingo"	"Ocozingo"	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	20	17	0	1	3	2	52	86.6666666666667
"47803808"	110075	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Yucatan"	"Valladolid"	NA	NA	NA	20.4830555555556	"202859N"	-88.0658333333333	"0880357W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	15	145	"MEX"	"Mexico"	31	"Yucatán"	NA	"State"	1793	"Valladolid"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	20	17	0	1	3	2	52	86.6666666666667
"47804535"	110075	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Yucatan"	"Valladolid"	NA	NA	NA	20.5161111111111	"203058N"	-88.1158333333333	"0880657W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	15	145	"MEX"	"Mexico"	31	"Yucatán"	NA	"State"	1793	"Valladolid"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	20	17	0	1	3	2	52	86.6666666666667
"4930"	109293	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Chiapas"	"Ocosingo"	NA	NA	NA	17.0044444444444	"170016N"	-91.3016666666667	"0911806W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	15	145	"MEX"	"Mexico"	5	"Chiapas"	NA	"State"	87	"Ocosingo"	"Ocozingo"	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	20	17	0	1	3	2	52	86.6666666666667
"495"	109359	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Puebla"	"Hueytamalco"	NA	NA	NA	19.9766666666667	"195836N"	-97.2616666666667	"0971542W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	0	15	145	"MEX"	"Mexico"	21	"Puebla"	NA	"State"	1076	"Hueytamalco"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	20	17	0	1	3	2	52	86.6666666666667
"4979"	110424	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Jalisco"	"La Huerta"	NA	NA	NA	19.52	"193112N"	-105.047222222222	"1050250W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	0	20	145	"MEX"	"Mexico"	14	"Jalisco"	NA	"State"	564	"La Huerta"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	20	17	0	1	3	2	57	95
"4985"	110364	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Campeche"	"Campeche"	NA	NA	NA	19.8916666666667	"195330N"	-90.4719444444444	"0902819W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	15	145	"MEX"	"Mexico"	4	"Campeche"	NA	"State"	19	"Campeche"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	20	17	0	1	3	2	52	86.6666666666667
"4987"	110252	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Campeche"	"Carmen"	NA	NA	NA	18.6169444444444	"183701N"	-91.9669444444445	"0915801W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	15	145	"MEX"	"Mexico"	4	"Campeche"	NA	"State"	20	"Carmen"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	20	17	0	1	3	2	52	86.6666666666667
"5_new"	110976	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Chiapas"	NA	NA	NA	NA	17.1227777777778	"170722N"	-93.2102777777778	"0931237W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	0	15	145	"MEX"	"Mexico"	5	"Chiapas"	NA	"State"	54	"Copainalá"	"Copainala"	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	13.3333333333333	17	0	1	3	3	45.3333333333333	75.5555555555556
"502"	111021	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Oaxaca"	"Santa Mar?a Huatulco"	NA	NA	NA	15.7611111111111	"154540N"	-96.1847222222222	"0961105W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	0	20	145	"MEX"	"Mexico"	20	"Oaxaca"	NA	"State"	986	"Dist. Pochutla"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	13.3333333333333	17	0	1	3	2	50.3333333333333	83.8888888888889
"5056"	110441	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Campeche"	"Champot?n"	NA	NA	NA	19.5330555555556	"193159N"	-90.6669444444445	"0904001W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	15	145	"MEX"	"Mexico"	4	"Campeche"	NA	"State"	21	"Champotón"	"Champoton"	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	20	17	0	1	3	2	52	86.6666666666667
"507"	110424	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Jalisco"	"La Huerta"	NA	NA	NA	19.5055555555556	"193020N"	-105.0375	"1050215W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	0	20	145	"MEX"	"Mexico"	14	"Jalisco"	NA	"State"	564	"La Huerta"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	20	17	0	1	3	2	57	95
"51"	110161	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Veracruz de ignacio de la llave"	"Xalapa"	NA	NA	NA	19.5136111111111	"193049N"	-96.9430555555556	"0965635W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	15	145	"MEX"	"Mexico"	30	"Veracruz"	NA	"State"	1682	"Xico"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	17	0	1	3	2	38.6666666666667	64.4444444444444
"516"	110441	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Campeche"	"Calakmul"	NA	NA	NA	18.2547222222222	"181517N"	-89.4513888888889	"0892705W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	15	145	"MEX"	"Mexico"	4	"Campeche"	NA	"State"	21	"Champotón"	"Champoton"	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	13.3333333333333	17	0	1	3	2	45.3333333333333	75.5555555555556
"5161"	111021	NA	NA	NA	NA	NA	NA	"Melothria"	"pendula"	"L."	NA	NA	NA	NA	NA	"MEX"	"México"	"Oaxaca"	"Santa Mar?a Huatulco"	NA	NA	NA	15.7702777777778	"154613N"	-96.17	"0961012W"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	0	20	145	"MEX"	"Mexico"	20	"Oaxaca"	NA	"State"	986	"Dist. Pochutla"	"NA "	"Municipality"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	13.3333333333333	17	0	1	3	2	50.3333333333333	83.8888888888889
