Fuente	ID de la fuente	ESPECIE	"GENUS
"	"SPECIES
"	"ORIGCTY
"	"OBSDATE
"	"POPID
"	"MNGINSTNAME
"	MNGINSTADDRESS	"SPAUTHOR
"	"SUBTAXA
"	"SUBTAUTH
"	"OCCURSITE
"	"DECLATITUDE
"	"DECLONGITUDE
"	"COORDDATUM
"	"ELEVATION
"	SITEPROT	"POPSRC
"	SAMPSTAT	INSTNAME	INSTADDRESS	INSTNAME	"INSTCODE
"	HERBCODE	3.2.5.1	ACCEDOI	ACCENUMB	SPECNUMB	CONSACTION	MLSSTAT	LINKS	REMARKS
GBIF_CWRdiversity	1301758489	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1470498				vulgaris		Oriente, Los Hoyos, am Weg vonVelasco nach Gibara /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301758500	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1470509			L.			Oriente, Santa Rosa /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301758505	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1470511			L.			Oriente, Tacamara /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301758511	Capsicum frutescens	Capsicum	frutescens	CUB	00000000	1470506			L.			Oriente, Melones. An der Strasse von Melones nach Dagame /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301758512	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1470485			L.			Oriente, Lindero /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301758515	Cajanus cajan	Cajanus	cajan	CUB	00000000	1470512			(L.) Millsp.			Oriente, Tacamara /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301758522	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1470492			L.			Oriente, Los Biajacas, an derStraÃŸe von Holguin nach Manguito /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301758538	Capsicum frutescens	Capsicum	frutescens	CUB	00000000	1470495			L.			Oriente, Los Biajacas, an derStraÃŸe von Holguin nach Manguito /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301758545	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1470516			L.			Oriente, Umoa /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301758569	Capsicum frutescens	Capsicum	frutescens	CUB	00000000	1470514			L.			Oriente, Tacamara /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301761447	Capsicum annuum	Capsicum	annuum	CUB	00000000	1473460			L.			Paso de la Vaca, an der Strasse Santa Isabel de Nipe - Mayari /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301761449	Solanum lycopersicum	Solanum	lycopersicum	CUB	00000000	1473459				lycopersicum		Paso de Cuba /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301761452	Capsicum frutescens	Capsicum	frutescens	CUB	00000000	1473462			L.			Paso de la Vaca, an der Strasse Santa Isabel de Nipe - Mayari /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301762962	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1474778				vulgaris		Perico /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301764272	Solanum lycopersicum	Solanum	lycopersicum	CUB	00000000	1476300				lycopersicum		Pinal del JigÃ¼e, bei Cacaito,Bauer: Rigoberto Calindo /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301764300	Solanum lycopersicum	Solanum	lycopersicum	CUB	00000000	1476299				lycopersicum		Pinal del JigÃ¼e, bei Cacaito,Bauer: Rigoberto Calindo /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301764372	Solanum lycopersicum	Solanum	lycopersicum	CUB	00000000	1476335				lycopersicum		Pinares de Mayari, Bauer: Luciano Pie Pele /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301764819	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1476849			L.			Playitas de Cajobabo /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301775932	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1487997				vulgaris		Region: Oriente, Sammelort: LaEntrada, Weg von San Andres nach Velasco /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301775961	Capsicum annuum	Capsicum	annuum	CUB	00000000	1488009			L.			Region: Oriente, Sammelort: Vedado nueve /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301775962	Capsicum frutescens	Capsicum	frutescens	CUB	00000000	1488015			L.			Region: Oriente, Sammelort: Vega 2 /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301775970	Solanum lycopersicum	Solanum	lycopersicum	CUB	00000000	1488004				lycopersicum		Region: Oriente, Sammelort: San Andres /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301775972	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1488014			L.			Region: Oriente, Sammelort: Vega 2 /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301775974	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1488007			L.			Region: Oriente, Sammelort: Vedado /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301775984	Capsicum annuum	Capsicum	annuum	CUB	00000000	1488010			L.			Region: Oriente, Sammelort: Vedado nueve /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301776001	Capsicum frutescens	Capsicum	frutescens	CUB	00000000	1487999			L.			Region: Oriente, Sammelort: LaEntrada, Weg von San Andres nach Velasco /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301776250	Cucumis sativus	Cucumis	sativus	CUB	00000000	1488277				sativus		Reparto Israel Licea, 2 km vorCampechuela, Bauer: Seste Rosales /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301785851	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1498407				vulgaris		Salvadora, way from Santo Domingo to Corralillo /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301787104	Solanum lycopersicum	Solanum	lycopersicum	CUB	00000000	1499177				lycopersicum		San Blas /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301787280	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1499386				vulgaris		San Gil, km 14 way to Encrucijada /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301787322	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1499387				vulgaris		San Gil, km 14 way to Encrucijada /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301787991	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1500129			L.			Sancti Spiritus /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301788045	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1500130			L.			Sancti Spiritus /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301788399	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1500493			L.			Santa Ana, zwischen Yerba de Guinea und Cuatro Caminos /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301788403	Capsicum frutescens	Capsicum	frutescens	CUB	00000000	1500496			L.			Santa Ana, zwischen Yerba de Guinea und Cuatro Caminos /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301789336	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1501455			L.			Santo Domingo /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301792152	Capsicum frutescens	Capsicum	frutescens	CUB	00000000	1504284			L.			Serones /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301794980	Capsicum chinense	Capsicum	chinense	CUB	00000000	1507156			Jacq.			Sierra Morena /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301795043	Phaseolus lunatus	Phaseolus	lunatus	CUB	00000000	1507154			L.			Sierra Morena /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301795069	Capsicum frutescens	Capsicum	frutescens	CUB	00000000	1507158			L.			Sierra Morena /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301795748	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1507850			L.			Sipiabo, near the river /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301804819	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1516947			L.			Tacamara /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301812486	Solanum lycopersicum	Solanum	lycopersicum	CUB	00000000	1524644			(L.) Karst. ex Farw.			Trinidad /  / Cuba								Bioversity-ECPGR												Nombre científico de la base de datos original se actualizó de acuerdo al nombre aceptado, principalmente como aparece en Kew (https://powo.science.kew.org/)
GBIF_CWRdiversity	1301812497	Phaseolus sp	Phaseolus	sp	CUB	00000000	1524647			L.			Trinidad, near the way to thecaves /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301812915	Solanum lycopersicum	Solanum	lycopersicum	CUB	00000000	1525063				lycopersicum		Trozo Arriba, Bauer: Edita Perez /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301812926	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1525062				vulgaris		Trozo Arriba, Bauer: Edita Perez /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301859691	Solanum americanum	Solanum	americanum	CUB	00000000	1571856			Mill.			Vertientes /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301860518	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1572845			L.			Villa Clara /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301860536	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1572847			L.			Villa Clara /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301861905	Capsicum frutescens	Capsicum	frutescens	CUB	00000000	1574351			L.			Vista Hermosa, Weg von La Jiquima nach Vedado /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301865430	Capsicum frutescens	Capsicum	frutescens	CUB	00000000	1577806			L.			westliche Hange des Yunque deBaracoa /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301866938	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1579076				vulgaris		Yacabo Abajo /  / Cuba								Bioversity-ECPGR												
GBIF_CWRdiversity	1301904293	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1616955			L.											Bioversity-ECPGR												
GBIF_CWRdiversity	1301925370	Capsicum chinense	Capsicum	chinense	CUB	00000000	1638046			Jacq.											Bioversity-SINGER												
GBIF_CWRdiversity	1301939140	Solanum americanum	Solanum	americanum	CUB	00000000	1651831			Mill.											Bioversity-ECPGR												
GBIF_CWRdiversity	1301940134	Cucurbita moschata	Cucurbita	moschata	CUB	00000000	1652824			Duchesne ex Poir.											Bioversity-SINGER												
GBIF_CWRdiversity	1302005161	Ipomoea tiliacea	Ipomoea	tiliacea	CUB	00000000	1718545			(Willd.) Choisy											Bioversity-SINGER												
GBIF_CWRdiversity	1302005180	Ipomoea trifida	Ipomoea	trifida	CUB	00000000	1718566			(Kunth) G.Don											Bioversity-SINGER												
GBIF_CWRdiversity	1302005201	Ipomoea triloba	Ipomoea	triloba	CUB	00000000	1718570			L.											Bioversity-SINGER												
GBIF_CWRdiversity	1302005214	Ipomoea trifida	Ipomoea	trifida	CUB	00000000	1718565			(Kunth) G.Don											Bioversity-SINGER												
GBIF_CWRdiversity	1302005216	Ipomoea tiliacea	Ipomoea	tiliacea	CUB	00000000	1718550			(Willd.) Choisy											Bioversity-SINGER												
GBIF_CWRdiversity	1302005228	Ipomoea tiliacea	Ipomoea	tiliacea	CUB	00000000	1718546			(Willd.) Choisy											Bioversity-SINGER												
GBIF_CWRdiversity	1302005229	Ipomoea sp	Ipomoea	sp	CUB	00000000	1718577			L.											Bioversity-SINGER												
GBIF_CWRdiversity	1302005230	Ipomoea sp	Ipomoea	sp	CUB	00000000	1718578			L.											Bioversity-SINGER												
GBIF_CWRdiversity	1302005232	Ipomoea tiliacea	Ipomoea	tiliacea	CUB	00000000	1718549			(Willd.) Choisy											Bioversity-SINGER												
GBIF_CWRdiversity	1302005235	Ipomoea sp	Ipomoea	sp	CUB	00000000	1718574			L.											Bioversity-SINGER												
GBIF_CWRdiversity	1302005244	Ipomoea tiliacea	Ipomoea	tiliacea	CUB	00000000	1718554			(Willd.) Choisy											Bioversity-SINGER												
GBIF_CWRdiversity	1302005247	Ipomoea batatas	Ipomoea	batatas	CUB	00000000	1718531			(L.) Lam.											Bioversity-SINGER												
GBIF_CWRdiversity	1302005248	Ipomoea tiliacea	Ipomoea	tiliacea	CUB	00000000	1718541			(Willd.) Choisy											Bioversity-SINGER												
GBIF_CWRdiversity	1302005249	Ipomoea trifida	Ipomoea	trifida	CUB	00000000	1718561			(Kunth) G.Don											Bioversity-SINGER												
GBIF_CWRdiversity	1302005260	Ipomoea trifida	Ipomoea	trifida	CUB	00000000	1718567			(Kunth) G.Don											Bioversity-SINGER												
GBIF_CWRdiversity	1302005261	Ipomoea trifida	Ipomoea	trifida	CUB	00000000	1718562			(Kunth) G.Don											Bioversity-SINGER												
GBIF_CWRdiversity	1302005266	Ipomoea sp	Ipomoea	sp	CUB	00000000	1718583			L.											Bioversity-SINGER												
GBIF_CWRdiversity	1302005270	Ipomoea sp	Ipomoea	sp	CUB	00000000	1718587			L.											Bioversity-SINGER												
GBIF_CWRdiversity	1302005272	Ipomoea triloba	Ipomoea	triloba	CUB	00000000	1718572			L.											Bioversity-SINGER												
GBIF_CWRdiversity	1302005273	Ipomoea tiliacea	Ipomoea	tiliacea	CUB	00000000	1718544			(Willd.) Choisy											Bioversity-SINGER												
GBIF_CWRdiversity	1302005275	Ipomoea batatas	Ipomoea	batatas	CUB	00000000	1718530			(L.) Lam.											Bioversity-SINGER												
GBIF_CWRdiversity	1302005277	Ipomoea sp	Ipomoea	sp	CUB	00000000	1718589			L.											Bioversity-SINGER												
GBIF_CWRdiversity	1302005283	Ipomoea sp	Ipomoea	sp	CUB	00000000	1718590			L.											Bioversity-SINGER												
GBIF_CWRdiversity	1302005299	Ipomoea sp	Ipomoea	sp	CUB	00000000	1718593			L.											Bioversity-SINGER												
GBIF_CWRdiversity	1302005316	Ipomoea tiliacea	Ipomoea	tiliacea	CUB	00000000	1718557			(Willd.) Choisy											Bioversity-SINGER												
GBIF_CWRdiversity	1302014355	Atalantia ceylanica	Atalantia	ceylanica	CUB	00000000	1727696			Oliv.											Bioversity-ECPGR												
GBIF_CWRdiversity	1302014400	Atalantia citroides	Atalantia	citroides	CUB	00000000	1727697			Pierre ex Engl. & Prantl											Bioversity-ECPGR												
GBIF_CWRdiversity	1302049728	Capsicum annuum	Capsicum	annuum	CUB	00000000	1763086			L.											Bioversity-ECPGR												
GBIF_CWRdiversity	1302050144	Capsicum annuum	Capsicum	annuum	CUB	00000000	1763533			L.											Bioversity-ECPGR												
GBIF_CWRdiversity	1302050145	Capsicum annuum	Capsicum	annuum	CUB	00000000	1763532			L.											Bioversity-ECPGR												
GBIF_CWRdiversity	1302050150	Capsicum annuum	Capsicum	annuum	CUB	00000000	1763530			L.											Bioversity-ECPGR												
GBIF_CWRdiversity	1302050201	Capsicum annuum	Capsicum	annuum	CUB	00000000	1763528			L.											Bioversity-ECPGR												
GBIF_CWRdiversity	1302050224	Capsicum annuum	Capsicum	annuum	CUB	00000000	1763568			L.											Bioversity-ECPGR												
GBIF_CWRdiversity	1302050555	Capsicum frutescens	Capsicum	frutescens	CUB	00000000	1763939			L.											Bioversity-ECPGR												
GBIF_CWRdiversity	1302050562	Capsicum frutescens	Capsicum	frutescens	CUB	00000000	1763942			L.											Bioversity-ECPGR												
GBIF_CWRdiversity	1302050597	Capsicum frutescens	Capsicum	frutescens	CUB	00000000	1763937			L.											Bioversity-ECPGR												
GBIF_CWRdiversity	1302104728	Solanum lycopersicum	Solanum	lycopersicum	CUB	00000000	1818106				lycopersicum										Bioversity-ECPGR												
GBIF_CWRdiversity	1302104865	Solanum lycopersicum	Solanum	lycopersicum	CUB	00000000	1818116				lycopersicum										Bioversity-ECPGR												
GBIF_CWRdiversity	1302105509	Solanum lycopersicum	Solanum	lycopersicum	CUB	00000000	1818939				lycopersicum										Bioversity-ECPGR												
GBIF_CWRdiversity	1302105980	Solanum lycopersicum	Solanum	lycopersicum	CUB	00000000	1819487				lycopersicum										Bioversity-ECPGR												
GBIF_CWRdiversity	1302105988	Solanum lycopersicum	Solanum	lycopersicum	CUB	00000000	1819488				lycopersicum										Bioversity-ECPGR												
GBIF_CWRdiversity	1302106003	Solanum lycopersicum	Solanum	lycopersicum	CUB	00000000	1819490				lycopersicum										Bioversity-ECPGR												
GBIF_CWRdiversity	1302106039	Solanum lycopersicum	Solanum	lycopersicum	CUB	00000000	1819494				lycopersicum										Bioversity-ECPGR												
GBIF_CWRdiversity	1302106048	Solanum lycopersicum	Solanum	lycopersicum	CUB	00000000	1819495				lycopersicum										Bioversity-ECPGR												
GBIF_CWRdiversity	1302106058	Solanum lycopersicum	Solanum	lycopersicum	CUB	00000000	1819496				lycopersicum										Bioversity-ECPGR												
GBIF_CWRdiversity	1302106078	Solanum lycopersicum	Solanum	lycopersicum	CUB	00000000	1819498				lycopersicum										Bioversity-ECPGR												
GBIF_CWRdiversity	1302106117	Solanum lycopersicum	Solanum	lycopersicum	CUB	00000000	1819502				lycopersicum										Bioversity-ECPGR												
GBIF_CWRdiversity	1302106128	Solanum lycopersicum	Solanum	lycopersicum	CUB	00000000	1819503				lycopersicum										Bioversity-ECPGR												
GBIF_CWRdiversity	1302106152	Solanum lycopersicum	Solanum	lycopersicum	CUB	00000000	1819505				lycopersicum										Bioversity-ECPGR												
GBIF_CWRdiversity	1302106163	Solanum lycopersicum	Solanum	lycopersicum	CUB	00000000	1819506				lycopersicum										Bioversity-ECPGR												
GBIF_CWRdiversity	1302106186	Solanum lycopersicum	Solanum	lycopersicum	CUB	00000000	1819508				lycopersicum										Bioversity-ECPGR												
GBIF_CWRdiversity	1302109046	Nicotiana tabacum	Nicotiana	tabacum	CUB	00000000	1822697			L.											Bioversity-ECPGR												
GBIF_CWRdiversity	1302109244	Nicotiana tabacum	Nicotiana	tabacum	CUB	00000000	1822632			L.											Bioversity-ECPGR												
GBIF_CWRdiversity	1302113269	Phaseolus lunatus	Phaseolus	lunatus	CUB	00000000	1826682			L.											Bioversity-ECPGR												
GBIF_CWRdiversity	1302113765	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1827211			L.											Bioversity-ECPGR												
GBIF_CWRdiversity	1302114953	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1828387			L.											Bioversity-ECPGR												
GBIF_CWRdiversity	1302114957	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1828359			L.											Bioversity-ECPGR												
GBIF_CWRdiversity	1302114959	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1828401			L.											Bioversity-ECPGR												
GBIF_CWRdiversity	1302114991	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1828352			L.											Bioversity-ECPGR												
GBIF_CWRdiversity	1302115044	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1828399			L.											Bioversity-ECPGR												
GBIF_CWRdiversity	1302117179	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1830631				vulgaris										Bioversity-ECPGR												
GBIF_CWRdiversity	1302132981	Solanum americanum	Solanum	americanum	CUB	00000000	1846404			Mill.											Bioversity-ECPGR												
GBIF_CWRdiversity	1302132982	Solanum americanum	Solanum	americanum	CUB	00000000	1846405			Mill.											Bioversity-ECPGR												
GBIF_CWRdiversity	1302133737	Solanum jamaicense	Solanum	jamaicense	CUB	00000000	1847159			Mill.											Bioversity-ECPGR												
GBIF_CWRdiversity	1302162153	Solanum lycopersicum	Solanum	lycopersicum	CUB	00000000	1875936			(L.) Karst. ex Farw.											Bioversity-ECPGR												Nombre científico de la base de datos original se actualizó de acuerdo al nombre aceptado, principalmente como aparece en Kew (https://powo.science.kew.org/)
GBIF_CWRdiversity	1302164283	Solanum lycopersicum	Solanum	lycopersicum	CUB	00000000	1878104				lycopersicum										Bioversity-ECPGR												
GBIF_CWRdiversity	1302165126	Solanum lycopersicum	Solanum	lycopersicum	CUB	00000000	1878936				lycopersicum										Bioversity-ECPGR												
GBIF_CWRdiversity	1302165129	Solanum lycopersicum	Solanum	lycopersicum	CUB	00000000	1878938				lycopersicum										Bioversity-ECPGR												
GBIF_CWRdiversity	1302165650	Solanum lycopersicum	Solanum	lycopersicum	CUB	00000000	1879485				lycopersicum										Bioversity-ECPGR												
GBIF_CWRdiversity	1302165681	Solanum lycopersicum	Solanum	lycopersicum	CUB	00000000	1879501				lycopersicum										Bioversity-ECPGR												
GBIF_CWRdiversity	1302165689	Solanum lycopersicum	Solanum	lycopersicum	CUB	00000000	1879481				lycopersicum										Bioversity-ECPGR												
GBIF_CWRdiversity	1302165692	Solanum lycopersicum	Solanum	lycopersicum	CUB	00000000	1879487				lycopersicum										Bioversity-ECPGR												
GBIF_CWRdiversity	1302165701	Solanum lycopersicum	Solanum	lycopersicum	CUB	00000000	1879488				lycopersicum										Bioversity-ECPGR												
GBIF_CWRdiversity	1302165705	Solanum lycopersicum	Solanum	lycopersicum	CUB	00000000	1879498				lycopersicum										Bioversity-ECPGR												
GBIF_CWRdiversity	1302165716	Solanum lycopersicum	Solanum	lycopersicum	CUB	00000000	1879493				lycopersicum										Bioversity-ECPGR												
GBIF_CWRdiversity	1302165720	Solanum lycopersicum	Solanum	lycopersicum	CUB	00000000	1879502				lycopersicum										Bioversity-ECPGR												
GBIF_CWRdiversity	1302168715	Nicotiana tabacum	Nicotiana	tabacum	CUB	00000000	1882695			L.											Bioversity-ECPGR												
GBIF_CWRdiversity	1302173082	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1887209			L.											Bioversity-ECPGR												
GBIF_CWRdiversity	1302174118	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1888357			L.											Bioversity-ECPGR												
GBIF_CWRdiversity	1302174136	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1888358			L.											Bioversity-ECPGR												
GBIF_CWRdiversity	1302174623	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1888385			L.											Bioversity-ECPGR												
GBIF_CWRdiversity	1302174759	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1888395			L.											Bioversity-ECPGR												
GBIF_CWRdiversity	1302176167	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1890026				vulgaris										Bioversity-ECPGR												
GBIF_CWRdiversity	1302176281	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1889749			L.											Bioversity-ECPGR												
GBIF_CWRdiversity	1302176662	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1890569				vulgaris										Bioversity-ECPGR												
GBIF_CWRdiversity	1302177045	Phaseolus vulgaris	Phaseolus	vulgaris	CUB	00000000	1890927				vulgaris										Bioversity-ECPGR												
GBIF_CWRdiversity	1302192562	Solanum americanum	Solanum	americanum	CUB	00000000	1906402			Mill.											Bioversity-ECPGR												
GBIF_CWRdiversity	1302193209	Solanum erianthum	Solanum	erianthum	CUB	00000000	1907072			D.Don											Bioversity-ECPGR												
GBIF_CWRdiversity	1302193357	Solanum lycopersicum	Solanum	lycopersicum	CUB	00000000	1907206			(Dun.) D.M.Spooner, G.J.Anderson & R.K.Jansen	cerasiforme										Bioversity-ECPGR												
GBIF_CWRdiversity	1302261820	Vigna unguiculata	Vigna	unguiculata	CUB	00000000	1976257			(L.) Walp.											Bioversity-ECPGR												
GBIF_CWRdiversity	1302426660	Capsicum annuum	Capsicum	annuum	CUB	00000000	2175161			L.											Bioversity-SINGER												
GBIF_CWRdiversity	1302427383	Capsicum annuum	Capsicum	annuum	CUB	00000000	2175856			L.											Bioversity-SINGER												
GBIF_CWRdiversity	1302428802	Capsicum chinense	Capsicum	chinense	CUB	00000000	2177274			Jacq.											Bioversity-SINGER												
GBIF_CWRdiversity	1302429011	Capsicum frutescens	Capsicum	frutescens	CUB	00000000	2177398			L.											Bioversity-SINGER												
GBIF_CWRdiversity	1302446656	Ipomoea batatas	Ipomoea	batatas	CUB	00000000	2195073			(L.) Lam.											Bioversity-SINGER												
GBIF_CWRdiversity	1302446670	Ipomoea batatas	Ipomoea	batatas	CUB	00000000	2195067			(L.) Lam.											Bioversity-SINGER												
GBIF_CWRdiversity	1302446678	Ipomoea batatas	Ipomoea	batatas	CUB	00000000	2195083			(L.) Lam.											Bioversity-SINGER												
GBIF_CWRdiversity	1302446680	Ipomoea batatas	Ipomoea	batatas	CUB	00000000	2195069			(L.) Lam.											Bioversity-SINGER												
GBIF_CWRdiversity	1302446702	Ipomoea batatas	Ipomoea	batatas	CUB	00000000	2195081			(L.) Lam.											Bioversity-SINGER												
GBIF_CWRdiversity	1302446703	Ipomoea batatas	Ipomoea	batatas	CUB	00000000	2195106			(L.) Lam.											Bioversity-SINGER												
GBIF_CWRdiversity	1302446707	Ipomoea batatas	Ipomoea	batatas	CUB	00000000	2195113			(L.) Lam.											Bioversity-SINGER												
GBIF_CWRdiversity	1302446708	Ipomoea batatas	Ipomoea	batatas	CUB	00000000	2195109			(L.) Lam.											Bioversity-SINGER												
GBIF_CWRdiversity	1302446709	Ipomoea batatas	Ipomoea	batatas	CUB	00000000	2195125			(L.) Lam.											Bioversity-SINGER												
GBIF_CWRdiversity	1302446711	Ipomoea batatas	Ipomoea	batatas	CUB	00000000	2195131			(L.) Lam.											Bioversity-SINGER												
GBIF_CWRdiversity	1302446712	Ipomoea batatas	Ipomoea	batatas	CUB	00000000	2195096			(L.) Lam.											Bioversity-SINGER												
GBIF_CWRdiversity	1302446714	Ipomoea batatas	Ipomoea	batatas	CUB	00000000	2195118			(L.) Lam.											Bioversity-SINGER												
GBIF_CWRdiversity	1302446715	Ipomoea batatas	Ipomoea	batatas	CUB	00000000	2195093			(L.) Lam.											Bioversity-SINGER												
GBIF_CWRdiversity	1302446717	Ipomoea batatas	Ipomoea	batatas	CUB	00000000	2195102			(L.) Lam.											Bioversity-SINGER												
GBIF_CWRdiversity	1302446723	Ipomoea batatas	Ipomoea	batatas	CUB	00000000	2195126			(L.) Lam.											Bioversity-SINGER												
GBIF_CWRdiversity	1302446726	Ipomoea batatas	Ipomoea	batatas	CUB	00000000	2195095			(L.) Lam.											Bioversity-SINGER												
GBIF_CWRdiversity	1302446731	Ipomoea batatas	Ipomoea	batatas	CUB	00000000	2195143			(L.) Lam.											Bioversity-SINGER												
GBIF_CWRdiversity	1302446736	Ipomoea batatas	Ipomoea	batatas	CUB	00000000	2195101			(L.) Lam.											Bioversity-SINGER												
GBIF_CWRdiversity	1302446737	Ipomoea batatas	Ipomoea	batatas	CUB	00000000	2195124			(L.) Lam.											Bioversity-SINGER												
GBIF_CWRdiversity	1302446738	Ipomoea batatas	Ipomoea	batatas	CUB	00000000	2195098			(L.) Lam.											Bioversity-SINGER												
GBIF_CWRdiversity	1302446749	Ipomoea batatas	Ipomoea	batatas	CUB	00000000	2195121			(L.) Lam.											Bioversity-SINGER												
GBIF_CWRdiversity	1302446751	Ipomoea batatas	Ipomoea	batatas	CUB	00000000	2195112			(L.) Lam.											Bioversity-SINGER												
